,Test_document,Expected_result,knn_model_2,knn_model_2_accuracy
325,mortgagehippo design bring simplic transpar effici otherwis complic home loan process,Term loans,Others,61.97183098591549
85,financ financi servic local busi marketplac financ financi servic local busi marketplac dealstruck best place small busi financ growth dealstruck lend marketplac connect profit small- medium-s busi individu institut accredit investor unlik one-size-fits-al approach offer bank high-cost short-term credit offer altern lender dealstruck provid patient growth capit allow busi time plan execut maximum success dealstruck first combin thorough credit screen busi borrow allow investor freedom choos specif invest build custom portfolio meet prefer risk return industri size,Term loans,Term loans,61.97183098591549
202,"credit financi servic marketplac credit financi servic marketplac liftforward oper marketplac loan platform provid loan small busi liftforward oper marketplac loan platform provid loan small busi high yield debt product investor busi abl borrow 1,000,000 per transact asset purchas purchas order financ work capit liftforward partner supplier retail manufactur order provid financ small busi custom liftforward partnership includ co-brand white-label portal",Term loans,Term loans,61.97183098591549
199,financ financi servic fintech lend financ financi servic fintech lend lendio platform help small busi owner find lender secur loan lendio oper onlin marketplac enabl small busi owner find lender secur loan fill applic form platform match custom suitabl loan option work network 50 lender enabl user compar choos among rang loan includ sba startup equip commerci real estat also offer loan calcul inform blog educ resourc launch march 2006 lendio base south jordan utah,Term loans,Term loans,61.97183098591549
366,welcom invest crowd-fund platform,Term loans,Term loans,61.97183098591549
14,"crowdfund financ fintech crowdfund financ fintech endur lend network web-bas lender small medium busi unit state endur lend network web-bas lender focus small medium busi unit state provid loan 25,000 500,000 high-qual entrepreneur look expans capit equip purchas general need",Term loans,Working Capital ,61.97183098591549
65,bank financi servic secur bank financi servic secur lantouzi.com offer secur invest bank platform internet compani financi institut lantouzi.com onlin invest bank platform help small- medium-s enterpris fulfil busi financ need launch 2014 base beij china,Term loans,Term loans,61.97183098591549
75,commerci real estat crowdfund real estat commerci real estat crowdfund real estat acquir real estat crowdfund platform accredit investor pre-fund co-invest sole institutional-qu deal acquir real estat lead real estat crowdfund platform one platform pre-fund deal acquir focus cash-flow institutional-qu real estat deal co-invest everi properti right alongsid member learn www.acquirerealestate.com,Term loans,Term loans,61.97183098591549
28,credit crowdfund crowdsourc financ financi servic fintech credit crowdfund crowdsourc financ financi servic fintech raisework oper onlin direct lend platform connect small privat busi institut lender raisework oper onlin direct lend platform connect small busi institut lender look lend direct privat busi improv small busi access capit leverag technolog lower cost custom acquisit loan applic process result dramat acceler application-to-fund cycl institut lender raisework open door opportun invest direct credit-worthi privat busi earn stabl attract return,Term loans,Term loans,61.97183098591549
353,smartbiz made employe commit entrepreneur,Term loans,Others,61.97183098591549
121,financ financi servic fintech lend financ financi servic fintech lend credibl emerg fintech platform credibl former known retailcapit credibl emerg fintech platform leverag data scienc technolog manic focus custom experi creat uniqu lend capit platform order serv small medium busi trust commit partner,Term loans,Term loans,61.97183098591549
0,financ onlin auction small medium busi financ onlin auction small medium busi livecapit provid onlin small busi financ livecapit offer onlin busi financ servic offer user servic decisionexpress product creat econom benefit autom credit leas decis process integr workflow technolog consult solut enabl enterpris make credit decis improv product achiev sale provid credit custom livecapit u.s.-bas compani found 1996 compani acquir dun bradstreet credibl corpor juli 27 2005,Term loans,Term loans,61.97183098591549
152,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Term loans,Term loans,61.97183098591549
90,financi servic internet lend financi servic internet lend small busi owner 's best friend fundera place small busi owner go need fund grow busi free easi fast honest industri known opposit fundera strive break mold univers applic marketplac model let busi owner skip ???feel lost??? moment focus realli matters?? ? build busi one simpl applic small busi owner appli industry??? lead lender let compar rate across differ kind loan re alway hire intellig invest passion peopl join team check us fundera.com/job,Lead generation platform,Term loans,61.97183098591549
120,e-commerc e-commerc platform marketplac e-commerc e-commerc platform marketplac credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan great custom servic,Lead generation platform,Purchase Financing ,61.97183098591549
176,wishfin enabl wish invest credit smart financi manag,Lead generation platform,Working Capital ,61.97183098591549
285,financ financi servic fintech financ financi servic fintech pearl capit provid innov altern financi solut underbank unbank busi sector one fastest grow provid altern small busi financ america 2015 acquir capit z partner lead specialti financ privat equiti group invest 3 billion dollar last 25 year vision provid best financ underbank provid iso origin channel best servic effici support integr,Lead generation platform,Term loans,61.97183098591549
1,credit financ internet marketplac credit financ internet marketplac apnaloan onlin marketplac provid home loan person loan credit card custom india apnaloan onlin marketplac home loan person loan credit card india idea apnaloan bank compet loan turn mean get better rate compani say apnaloan `` largest onlin marketplac loan credit card '' http //www.dialabank.com/emi-calculator.cfm,Lead generation platform,Lead generation platform,61.97183098591549
301,consum lend custom servic financ financi servic fintech retail technolog ventur capit consum lend custom servic financ financi servic fintech retail technolog ventur capit vyze offer solut enabl retail offer payment option custom vyze financi technolog leader consum financ solut ncl help merchant launch implement innov lend program provid consum financ option want need ncl???s simpl solut deliv increas sale better consum financ experi give retail manufactur greater control lend option,Purchase Financing ,Purchase Financing ,61.97183098591549
273,credit card financi servic mobil credit card financi servic mobil blispay financi technolog compani pioneer next generat point-of-sal financ blispay creat cost-effect streamlin in-stor financ experi market blispay visa card mobil centric credit card industri allow merchant size provid financ without technic integr financi oblig custom get enjoy instant issuanc 6 month special financ 2 cash back first product everyday credit financ solut custom deserv merchant need found team consist experienc industri veteran compani includ bill later paypal bank america mbna microsoft zynga we???r proud first product excit bring innov transpar fair bank product market futur appli today www.blispay.com join team email job blispay.com follow us twitter facebook stay date latest news,Purchase Financing ,Personal loans,61.97183098591549
225,"agricultur farm financi servic agricultur farm financi servic nongfenqi rural internet financ servic platform nongfenqi rural internet financ servic platform.run nanj nongfenqi e-commerc co. ltd. provid instal payment servic larg farm group collabor commune agricultur equip purchas compani provid servic 20,000 client far report ad",Purchase Financing ,Term loans,61.97183098591549
284,financ financi servic fintech financ financi servic fintech west creek financi found help consum obtain financ purchas good west creek financi found help consum obtain financ purchas good servic want time help merchant servic supplier increas sale provid financ today??? tough econom time mani credit-worthi consum find increas hard get approv financ tradit bank financ compani tighten credit requir west creek??? founder deep lend expertis previous made signific credit risk improv largest us financi institut passion ensur custom store enabl get merchandis want,Purchase Financing ,Purchase Financing ,61.97183098591549
74,credit financ financi servic credit financ financi servic splitit credit-bas payment system enabl merchant offer interest free month instal payment custom splitit??? patent technolog revolution retail world enabl seamless instal payment busi size type solut promot growth ecommerc well in-stor retail includ e-wallet capabl,Purchase Financing ,Purchase Financing ,61.97183098591549
304,fintech payment fintech payment simpl 's mission make money simpl peopl live well amaz thing simpl??? mission make money simpl peopl live well amaz thing simpl??? first product payment option let skip pay repeat instead pay later multipl order one go multipl verif payment failur fumbl chang order arriv,Purchase Financing ,Purchase Financing ,61.97183098591549
188,consum lend credit financi servic consum lend credit financi servic greenski offer fast paperless solut financi servic busi size easi way offer financ everyon anywher easi busi size offer credit custom fast paperless solut,Purchase Financing ,Personal loans,61.97183098591549
