,Test_document,Expected_result,knn_model_4,knn_model_4_accuracy
152,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Term loans,Term loans,55.223880597014926
151,crowdfund fintech real estat real estat invest residenti crowdfund fintech real estat real estat invest residenti access real estat invest fund flip u.s.-bas technolog platform facilit financ residenti redevelop project provid basic screen due dilig redevelop project made avail platform accredit investor fund flip??? invest product borrow depend note allow platform pool investors??? capit togeth keep transact straightforward redevelop investor found 2014 fund flip use invest develop technolog expand platform help real estat develop provid new hous modern distress home,Term loans,Term loans,55.223880597014926
37,crowdfund financ fintech crowdfund financ fintech earlyshar real estat crowdfund platform connect return-driven commerci real estat invest earlyshar crowdfund platform connect individu investor curat select vet return-driven real estat invest offer compliant platform investor gain direct access opportun growth compani real estat project invest fund investor either invest passiv owner equiti opportun brought forward sponsor loan origin institut lender earlyshar launch 2011 base miami florida,Term loans,Term loans,55.223880597014926
72,financ financi servic small medium busi financ financi servic small medium busi rongzi enabl offlin financi institut provid loan found 2010 shanghai-headquart rongzi enabl offlin financi institut provid loan small medium-s enterpris,Term loans,Working Capital ,55.223880597014926
342,ovamba platform util peer-to-p lend model allow retail institut lender lend borrow loan ovamba platform use social ???peer-to-peer??? lend model allow retail institut lender lend borrow complet transpar ovamba platform provid liquid risk manag regul local financi firm reduc cost complex usual seen tradit bank system pass save onto ovamba??? member borrow,Term loans,Personal loans,55.223880597014926
85,financ financi servic local busi marketplac financ financi servic local busi marketplac dealstruck best place small busi financ growth dealstruck lend marketplac connect profit small- medium-s busi individu institut accredit investor unlik one-size-fits-al approach offer bank high-cost short-term credit offer altern lender dealstruck provid patient growth capit allow busi time plan execut maximum success dealstruck first combin thorough credit screen busi borrow allow investor freedom choos specif invest build custom portfolio meet prefer risk return industri size,Term loans,Term loans,55.223880597014926
325,mortgagehippo design bring simplic transpar effici otherwis complic home loan process,Term loans,Others,55.223880597014926
361,financ financi servic person financ financ financi servic person financ trustleaf onlin platform enabl early-stag entrepreneur crowdfund ventur friend famili trustleaf onlin platform enabl early-stag entrepreneur crowdfund ventur friend famili small busi owner leverag social capit rais capit lender also get legal protect loan famili member??? word trustleaf offer featur auto-gener custom promissori note onlin signatur email remind updat repay quick loan builder trustleaf launch august 2013 anson liang daniel lieser base sunnyval california usa,Term loans,Others,55.223880597014926
309,financi servic financi servic ascentium capit independ equip financ compani ascentium capit llc special provid broad rang financ leas work capit loan compani 's offer benefit equip manufactur distributor well direct busi nationwid,Term loans,Working Capital ,55.223880597014926
21,e-commerc financ small medium busi e-commerc financ small medium busi ipawn e-commerc compani enabl consum obtain short-term asset-bas loan ipawn transform nation credit market offer short-term afford loan competit rate less risk bank payday lender brick mortar pawn shop onlin servic headquart tyler texa ipawn hold pawn licens issu offic consum credit commission inform pleas visit www.ipawn.com,Term loans,Term loans,55.223880597014926
311,"consum lend fintech lend marketplac consum lend fintech lend marketplac connect busi borrow lender base new york unit state boefli onlin marketplac leverag proprietari technolog transform way commerci transact conduct act onlin exchang connect parti involv transact therebi simplifi loan origin secondari market loan sale borrow build complet decision-readi loan request onlin use ???smartform??? technolog complet provid inform 3,600 lender nationwid match technolog identifi compat lender borrow complet control lender instant access loan request compani found 2008",Term loans,Others,55.223880597014926
8,financ fintech financ fintech lendinero compani provid short term alternative-fund small medium size exist busi lendinero ventur capit firm provid short-term fund solut smes ancillari servic assist client view manag account cloud addit firm offer rang financi solut smes includ lendireno loan merchant cash advanc loan sba loan addit firm also carri advisori servic assist client obtain financ lendinero found 2011 gil zapata base florida,Term loans,Term loans,55.223880597014926
33,financ fintech financ fintech quarterspot onlin lend platform offer small busi work capit quarterspot onlin lend platform offer credit-starv small busi work capit attract rate term acceler access capit use advanc technolog enabl instant underwrit approv same-day close repay investor littl 24 hour contact info quarterspot.com inform,Term loans,Working Capital ,55.223880597014926
138,financi servic financi servic switchm consum servic make easi consum switch one servic anoth switchm consum servic make easi consum switch one servic anoth thus switchm make consum choic real easi switchm india 's first onlin switch servic design make select cheapest servic provid easier never make consum choic easi comparison engin technolog ground staff legwork requir switch current cutom switch electricti provid mobil network provid home loan lender servic open custom mumbai region time,Lead generation platform,Purchase Financing ,55.223880597014926
285,financ financi servic fintech financ financi servic fintech pearl capit provid innov altern financi solut underbank unbank busi sector one fastest grow provid altern small busi financ america 2015 acquir capit z partner lead specialti financ privat equiti group invest 3 billion dollar last 25 year vision provid best financ underbank provid iso origin channel best servic effici support integr,Lead generation platform,Term loans,55.223880597014926
103,fintech real time fintech real time lendedu help consum compar person financ product lendedu.com onlin marketplac person financ product lendedu.com launch novemb 2014 marketplac student loan refinanc sinc compani expand product includ student loan person loan bank product insur product invest product auto loan credit card lendedu.com free servic consum,Lead generation platform,Lead generation platform,55.223880597014926
39,fintech fintech first-ev student loan comparison tool achievelend first-ev student loan comparison tool achievelending.com offer user free onlin portal search find compar student loan design help tradit non-tradit student find best student loan achiev lend first tool kind aggreg loan offer seek privat financ educ purpos take 30 second find choos best loan avail learn www.achievelending.com becom achiev lend affili commiss junction http //bit.ly/1ylqddi,Lead generation platform,Others,55.223880597014926
61,credit financi servic marketplac credit financi servic marketplac finrek solut onlin loan marketplac match lender borrow base prefer finrek solut privat limit onlin loan marketplac provid user hybrid online-offlin model match lender borrow base prefer finrek solut privat limit launch 2014 base jaipur rajasthan,Lead generation platform,Term loans,55.223880597014926
244,consum lend credit fintech mobil payment consum lend credit fintech mobil payment data driven onlin lend product purchas financ instal machin learn base credit score redcarpetup lend custom india bank see india credit financ compani abl servic less 10 custom base data widespread credit bureaus profil score custom redcarpet access much data includ data mobil phone use data servic custom never access credit today custom segment young future-prim student colleg use redcarpetup find credit fund onlin purchas ecommerc travel etc tomorrow hope unlock credit india,Purchase Financing ,Others,55.223880597014926
