,Test_document,Expected_result,multinomial_model_9,multinomial_model_9_accuracy
199,financ financi servic fintech lend financ financi servic fintech lend lendio platform help small busi owner find lender secur loan lendio oper onlin marketplac enabl small busi owner find lender secur loan fill applic form platform match custom suitabl loan option work network 50 lender enabl user compar choos among rang loan includ sba startup equip commerci real estat also offer loan calcul inform blog educ resourc launch march 2006 lendio base south jordan utah,Term loans,Others,40.54054054054054
6,financ fintech lend person financ financ fintech lend person financ think financ provid lender abil rapid launch onlin loan product market-lead applic servic featur think financ power onlin lend 15+ year use lead technolog analyt risk market servic cortex platform provid lender abil rapid launch onlin loan product market-lead applic servic featur optim portfolio result cortex platform lender leverag secur technolog applic decis origin servic along option risk manag market oper servic,Others,Personal loans,40.54054054054054
103,fintech real time fintech real time lendedu help consum compar person financ product lendedu.com onlin marketplac person financ product lendedu.com launch novemb 2014 marketplac student loan refinanc sinc compani expand product includ student loan person loan bank product insur product invest product auto loan credit card lendedu.com free servic consum,Lead generation platform,Personal loans,40.54054054054054
243,financi servic fintech financi servic fintech help take charg credit health get free credit score onlin get free credit health analysi cibil equifax report creditmantri india focuss digit credit facilit intent leverag power technolog digit medium empow borrow lender make effici credit decis consum servic creditmantri help user understand status credit health build credit profil user 's credit profil creat data user 's credit histori score bureau enhanc data altern data sourc base individu 's credit profil consum 's guid toward solut best match profil discoveri loan credit card credit improv servic lender servic creditmantri offer rang lender specif servic includ 1 marketplac list credit product 2 solut help lender offer product new credit user enabl instant credit decis use altern data 3 verif servic creditmantri work 30 lender make avail close 50 credit product servic,Others,Personal loans,40.54054054054054
369,financ financ zestcash provid instal loan servic enabl custom take time need pay loan zestcash provid instal loan servic enabl custom take time need pay loan base palatin illinoi,Personal loans,Personal loans,40.54054054054054
222,develop platform financi servic wealth manag develop platform financi servic wealth manag onlin wealth manag platform guangzhou wanhui jinkong technolog co. ltd. own oper onlin peer-to-p lend platform compani found 2012 base guangzhou china,Working Capital ,Personal loans,40.54054054054054
142,big data edtech fintech impact invest big data edtech fintech impact invest educ financ marketplac platform high-achiev low-incom student underbank underfund sixup onlin student financ support platform invest high-achiev low-incom student pursuit higher educ career invest student suit wrap-around fund servic design upgrad student school better outcom support graduat job creation compani partner charter school colleg success organ identifi recommend high-potenti student expand option help student upgrad colleg outcom graduat rate social capit job placement also offer annual fund option loan grant student throughout colleg lifecycl reevalu student year base perform compani work close wide rang organ trio upward bound kipp cristo rey genesi work investor compani rethinkeduc acceler ventur wti learncapit sixup u.s.-bas compani found 2015 sunwoo hwang,Others,Others,40.54054054054054
47,financ financi servic financ financi servic loanz privat credit platform marketplac lend upon loanz marketplac lend platform deliv ???loan service??? borrow investor rapid emerg disrupt lend financi servic industri internet platform connect borrow investor direct,Personal loans,Personal loans,40.54054054054054
134,analyt bank fintech softwar analyt bank fintech softwar consum credit analyt manag tool onlin creditseva.com onlin consum credit analyt manag tool help individu build healthi credit profil enabl user track report error instant communic bank credit bureaus get custom option build credit score also allow user settl old account rectifi error protect ident fraud set remind various financi transact creditseva.com launch 2011 base hyderabad india,Others,Others,40.54054054054054
194,analyt big data biofuel clean energi geospati locat base servic solar analyt big data biofuel clean energi geospati locat base servic solar geostellar solar energi marketplac patent platform instant interact tailor equip financ instal geostellar appli big-data geomat comput precis renew resourc potenti infrastructur capac econom polici impact clean tech project subscript servic platform solar wind biofuel energi produc identifi optim site project market properti owner arrang financ coordin deploy support complex queri across everi rooftop field lot unit state,Others,Others,40.54054054054054
