,Test_document,Expected_result,knn_model_1,knn_model_1_accuracy
95,bank credit financ bank credit financ balanc credit built thing don???t go accord plan balanc credit onlin lender provid famili individu person instal loan credit servic offer clear rate term toll-fre custom support abil pay earli penalti time balanc credit licens regul u.s. state oper found 2013 base irv texa,Personal loans,Others,54.054054054054056
341,artifici intellig credit lend artifici intellig credit lend optacredit artifici intelligence-pow data-driven onlin lender optacredit artifici intellig power data-driven onlin lender employe work organis partner us driven abil use data underwrit provid short term unsecur loan employe everi elig applic right get access time credit belief base truli understand applic assimil data various sourc ?? ? public privat rather profil within meaningless categori believ applic ratio number uniqu credit servic platform allow firm two prong advantag one provid firm partner us abil unleash true potenti make optimum use work capit two employe welfar scheme avail firm zero cost,Working Capital ,Others,54.054054054054056
324,financ financi servic person financ financ financi servic person financ guarante rate provid mortgag lend servic home loan home mortgag refinanc servic,Others,Others,54.054054054054056
107,financi servic fintech lend small medium busi financi servic fintech lend small medium busi quick provid work capit small busi exclus partnership saas/po platform quick provid capital-as-a-servic offer saa ecommerc marketplac payment platform therebi make easi seamless merchant platform appli receiv cash advanc quick quick 's intuit widget enabl small busi owner appli receiv work capit `` quick '',Working Capital ,Working Capital ,54.054054054054056
307,enterpris financi servic fintech home servic enterpris financi servic fintech home servic blend 's technolog empow top mortgag lender effici compliant borrower-friend blend silicon valley technolog compani transform consum lend ecosystem blend 's technolog deliv speed effici lender serv modern borrow safe navig industri 's chang rule regul found may 2012 blend back greylock partner emerg capit 8vc founder fund andreessen horowitz lightspe nyca max levchin lead ventur investor learn visit blend.com/,Others,Others,54.054054054054056
369,financ financ zestcash provid instal loan servic enabl custom take time need pay loan zestcash provid instal loan servic enabl custom take time need pay loan base palatin illinoi,Personal loans,Personal loans,54.054054054054056
170,financi servic fintech mobil financi servic fintech mobil payjoy provid smartphone-en consum financ solut payjoy provid smartphone-en consum financ solut enabl custom purchas pay electron item time chang upfront purchas pay-as-you-go month instal company??? technolog lock devic unless month payment made improv custom payment rate offer financ solut smartphon wash machin tvs air condition bring middle-class lifestyl peopl around world compani found 2015 base saratoga california unit state,Purchase Financing ,Purchase Financing ,54.054054054054056
322,expans capit group valu partner expans capit solut,Working Capital ,Working Capital ,54.054054054054056
277,crowdfund internet real estat crowdfund internet real estat exporo internet platform offer investor opportun invest real estat project crowdinvest exporo onlin platform offer real-est crowdfund servic user platform enabl user invest rang real-est project obtain return exporo launch 2014 base hamburg,0,Term loans,54.054054054054056
37,crowdfund financ fintech crowdfund financ fintech earlyshar real estat crowdfund platform connect return-driven commerci real estat invest earlyshar crowdfund platform connect individu investor curat select vet return-driven real estat invest offer compliant platform investor gain direct access opportun growth compani real estat project invest fund investor either invest passiv owner equiti opportun brought forward sponsor loan origin institut lender earlyshar launch 2011 base miami florida,Term loans,Term loans,54.054054054054056
186,analyt big data credit credit card financ internet machin learn analyt big data credit credit card financ internet machin learn selfscor analytics-bas lend compani provid access financi product deserv underserv popul selfscor develop strong market nich around provid access financi product credit card student loan etc deserv underserv popul intern student 1m+ strong grow 31 billion untap annual spend intern student routin grant access us educ system advantag offer howev clear path exist gain access credit market current credit polici handicap leav unabl get credit card student loan car leas without pay exorbit costs/fe want provid financi on-ramp put path toward financi success america given lack credit histori credit score ???thin file file??? evalu student use altern data scienc machin learn method selfscor measur creditworthi use proprietari data scienc framework/algorithm determin students??? abil repay use predict attribut education/major cost educ sourc initi fund futur employ object measur e.g place time graph use framework also determin propens stay/leav countri use attribut complianc framework take consider various feder regulatori constraint concern kyc/cip fair lend cdr ecoa fcra seiz 1m intern student market set foundat futur product market expans thin file popul,Personal loans,Others,54.054054054054056
290,automot financ mobil automot financ mobil autogravity??? uniqu mobil platform deliv auto financ palm hand autograv fintech pioneer mission transform process financ car uniqu digit experi autograv partner world??? lead bank give consum direct control financ car smartphon offer simpl mobil platform autograv empow custom multipl loan offer network trust car dealerships.? headquart irvin ca autograv found team digit nativ industri veterans.? learn visit www.autogravity.com follow autogravityhq twitter,Others,Others,54.054054054054056
33,financ fintech financ fintech quarterspot onlin lend platform offer small busi work capit quarterspot onlin lend platform offer credit-starv small busi work capit attract rate term acceler access capit use advanc technolog enabl instant underwrit approv same-day close repay investor littl 24 hour contact info quarterspot.com inform,Term loans,Working Capital ,54.054054054054056
276,financi servic fintech insur point sale financi servic fintech insur point sale octan lend offer point sale financ insur platform nich consum market octan lend point sale financ platform focus nich consum lend market,Lead generation platform,Lead generation platform,54.054054054054056
60,fintech person financ ventur capit fintech person financ ventur capit 321lend inc. form earli 2014 san francisco ca three experienc profession financ technolog manag 321lend inc. form earli 2014 san francisco ca three experienc profession financ technolog manag consult founder graduat uc berkeley work hedg fund start-up technolog consult firm goal 321lend build onlin financi communiti connect creditworthi borrow savvi investor order facilit better lend rate lower loan default rate continu innov web applic busi strategi compani made signific progress build platform lay foundat launch busi compani current near complet fund abl oper peer peer lend platform though peer-to-p lend industri one fastest grow industri us estim 5b cagr 100 still cover 1 total credit card market 669b sinc 321lend found march 2014 compani achiev follow complet front end websit attract potenti borrow lender near complet back end platform autom transact built proprietari interest rate model prepar complianc document fcra fdca tila ecoa other secur relationship bank partner origin loan final discuss credit rate agenc front end websit launch http //www.321lend.com receiv numer inquir lender borrow,Personal loans,Personal loans,54.054054054054056
39,fintech fintech first-ev student loan comparison tool achievelend first-ev student loan comparison tool achievelending.com offer user free onlin portal search find compar student loan design help tradit non-tradit student find best student loan achiev lend first tool kind aggreg loan offer seek privat financ educ purpos take 30 second find choos best loan avail learn www.achievelending.com becom achiev lend affili commiss junction http //bit.ly/1ylqddi,Lead generation platform,Others,54.054054054054056
163,financi servic fintech payment person financ financi servic fintech payment person financ payoff make loan help peopl pay credit card debt payoff financi well compani provid member person loan develop product servic support member attain target focus connect financi behavior person compani partner first electron bank origin loan client payoff use 256-bit encrypt protect clients??? inform bank account number social secur number parti offer fix loan rate loan amount client charg one-tim origin fee servic,Personal loans,Others,54.054054054054056
34,financi servic financi servic edai compani found 2006 exist onlin brick-and-mortar offic china edai financi servic compani china focus p2p lend well tradit loan free loan consult,0,Working Capital ,54.054054054054056
363,chariti chariti graduat generat beyond poverti graduat generat beyond poverti,Others,Others,54.054054054054056
13,financ financ yatto social fund platform enabl user organ social fund circl use facebook account yatto new social fund platform base trust reput social inner circl yatto let organ social fund circl a.k.a yatto use facebook account invit trust friend famili peer dear one everi particip yatto receiv social fund group differ date make his/her dream come true fulfil person caus famili urgenc educ cost healthcar travel comput kid endeavor worldwid caus etc,Personal loans,Others,54.054054054054056
195,consum lend financi servic fintech payment consum lend financi servic fintech payment affirm financi technolog servic compani offer instal loan consum point sale base san francisco california affirm financi servic compani offer instal loan consum point sale aim improv bank industri account access consum found 2012 affirm let shopper pay purchas across multipl month transpar fairly-pr fee built everi payment increas convers basket size e-tail less cost credit card,Purchase Financing ,Others,54.054054054054056
311,"consum lend fintech lend marketplac consum lend fintech lend marketplac connect busi borrow lender base new york unit state boefli onlin marketplac leverag proprietari technolog transform way commerci transact conduct act onlin exchang connect parti involv transact therebi simplifi loan origin secondari market loan sale borrow build complet decision-readi loan request onlin use ???smartform??? technolog complet provid inform 3,600 lender nationwid match technolog identifi compat lender borrow complet control lender instant access loan request compani found 2008",Term loans,Others,54.054054054054056
356,sofi entrepreneur program brilliant busi idea opportun grow someth special,Others,Working Capital ,54.054054054054056
309,financi servic financi servic ascentium capit independ equip financ compani ascentium capit llc special provid broad rang financ leas work capit loan compani 's offer benefit equip manufactur distributor well direct busi nationwid,Term loans,Working Capital ,54.054054054054056
213,credit financ financi servic small medium busi credit financ financi servic small medium busi ondeck technology-en financi platform provid loan financ small- medium-s busi ondeck technology-en financi platform provid loan financ small- medium-s busi compani use proprietari softwar aggreg data business??? oper process algorithm determin loan elig ondeck found 2006 base new york citi unit state,Term loans,Term loans,54.054054054054056
56,e-commerc financi servic fintech internet retail e-commerc financi servic fintech internet retail aixuedai aixuedai onlin payment platform financ purchas consum electron made colleg student mainland china launch decemb 2012 allow student buy item phone tablet laptop camera use month instal plan custom need two photo id one student id appli loan find item want e-commerc site past url applic choos number month want pay money back option desir payment,Purchase Financing ,Purchase Financing ,54.054054054054056
332,real estat real estat loquid offer accredit intern investor curat local sourc real estat invest opportun loquid membership-bas platform offer accredit intern investor curat local sourc real estat invest opportun midwest marketplac crowd-sourc real estat invest take middlemen help sponsor fund project loquid member view pre-vet deal learn specif invest track progress onlin investor dashboard receiv email updat deal access q forum deal includ inform estim annual return project length invest properti locat inform market analysi profil primari parti involv invest loquid launch 2014 oper base michigan unit state,Term loans,Term loans,54.054054054054056
172,educ lend educ lend fund u prefer no-cosign fafsa non-fico base student lender hardwork career focus colleg student fund univers fund univers privat student lender serv hardwork career driven undergradu parent lender depend fico score cosign fund univers assess student??? credit worthi base career track amp post-colleg earn potenti fund u take applic waitlist next school year fund expand avail lend student nationwid learn visit? www.funding-university.com visit funding-university.com,Others,Others,54.054054054054056
96,financ fintech financ fintech fora financi provid financi servic busi includ merchant fund small busi loan fora financi provid flexibl work capit solut small busi need financ sustain grow enterpris mean marketplac forum latin fora aim foster communiti act extens clients??? partners??? busi provid financi solut industri insight ensur growth success found 2008 built upon trust transpar compani support small busi communiti histor underserv lender fora financi sinc grown competit financ leader offer one extens offer servic industri manag partner mani employe come small busi background fuel passion spur short- long-term growth segment possess in-depth knowledg mani vertic industri food beverag healthcar technolog retail fora financi pride abil support small busi owner relat financi partner goal make financ process transpar effici fora financi util time-proven tool solut provid custom industri partner innov fund solut compani oper consult approach listen customers??? need provid custom solut best meet need ever-chang financi market,Working Capital ,Term loans,54.054054054054056
271,financi servic fintech inform technolog financi servic fintech inform technolog paysens fintech startup focus bring innov financi servic indian consum paysens fintech startup focus bring innov financi servic indian consum,Personal loans,Term loans,54.054054054054056
344,"fintech fintech plum transform cre ownership experi unparallel access loan option tech tool exclus network plum lend non-bank commerci real estat lender special loan 1,000,000 15,000,000 nationwid combin power innov technolog team real estat financ profession deliv expedit execut improv transact visibl unparallel client experi allow acquisit refin properti nationwid includ multifamili offic industri retail hotel manufactur hous self-storag plum lend u.s.-bas compani found 2014 bill fisher",Term loans,Term loans,54.054054054054056
328,iou financi focus provid small busi invest loan advisori servic fund 200 million small busi loan iou financi experi help busi get need offic world knowledg flexibl get busi capit need seiz growth opportun help realiz potenti,Working Capital ,Working Capital ,54.054054054054056
45,financ publish ventur capit financ publish ventur capit open book ben altern tradit busi credit bureau open book ben altern tradit busi credit bureau build on-lin communiti small medium-s busi `` '' smbs '' '' collabor share creditworthi busi intellig system beta sever financi institut compani use feedback ben democrat access creditworthi type import busi data smbs struggl near everi aspect busi credit exist credit bureaus often fail score smbs accur small firm even show databas sinc afford solut busi credit data smbs suffer huge write off 64 billion last year ben solut problem discuss platform attract altern credit bureaus ben also offer power market lead gen tool also offer greatly-need smb suppli chain tool `` '' vendor worth '' '' score help smbs assess qualiti b2b vendor,Others,Working Capital ,54.054054054054056
144,develop platform e-commerc financ fintech develop platform e-commerc financ fintech licaifan chines onlin financ platform licaifan chines onlin financ platform offer p2b invest loan financi servic small- medium-s enterpris launch march 2014 compani headquart beij china,Term loans,Lead generation platform,54.054054054054056
226,financi servic fintech mobil payment financi servic fintech mobil payment activehour develop smartphone-bas applic enabl hour worker get paid earli need activehour develop smartphone-bas applic enabl hour worker get paid earli need work android io smartphon recommend hour employe electron timecard system work direct deposit found ram palaniappan 2012 activehour help user avoid overdraft fee high-interest payday loan company??? financi backer includ ribbit capit felici ventur,Personal loans,Personal loans,54.054054054054056
325,mortgagehippo design bring simplic transpar effici otherwis complic home loan process,Term loans,Others,54.054054054054056
320,financ financi servic financ financi servic enova provid reliabl real-tim financi option peopl face immedi cash demand enova provid reliabl real-tim financi option everyday hardwork peopl face immedi cash demand global financi resourc under-serv consum oper portfolio busi offer varieti onlin credit product servic one million custom unit state unit kingdom australia canada,Personal loans,Personal loans,54.054054054054056
367,internet internet countri 's first internet platform build intellig rent instal kingdom zebra zebra network technolog beij co. ltd. brand countri 's first internet platform build intellig rent instal commit nation 's renter provid simpl conveni servic rent instal use advanc internet technolog matur help peopl solv current urban popul rent heavi pressur china 's leader field rent instal mobil stage promot chengdu subsidiari compani kingdom zebra depth use comput scienc field intellig algorithm person recommend model short period time user handl rent instal servic commit internet technolog modern financi servic combin provid user perfect servic core team member well-known intern oper equip provid internet compani media 8 year internet develop stage oper experi technolog,Personal loans,Personal loans,54.054054054054056
317,financi servic financi servic credit sudhaar credit health manag compani review credit score individu help improv credit sudhaar onlin platform provid client credit advisori servic also offer financi product custom match users??? credit profil credit sudhaar provid client various credit financi tool free credit score credit score simul wide rang analyt assess help in-depth understand current credit status headquart mumbai maharashtra credit sudhaar offic bangalor kolkata found gaurav wadhwani arun ramamurthi 2010,Others,Others,54.054054054054056
44,financ financi servic fintech financ financi servic fintech strateg fund sourc financ futur small busi technolog insight strateg fund sourc financ futur small busi technolog insight provid financ wide rang busi includ retail restaur hotel medic profession manufactur wholesal automot dealer supplier found 2006 strateg fund sourc market leader offer financ option small midsiz busi recogn one reliabl respect name industri strateg fund sourc known flexibl tailor financ option comprehens technolog platform except custom servic headquart new york citi network affili offic sale repres compani provid capit throughout u.s. australia,Term loans,Working Capital ,54.054054054054056
308,ace cash express provid payday loan prepaid debit card cash kind payrol check,Personal loans,Personal loans,54.054054054054056
19,crowdfund lend marketplac crowdfund lend marketplac experienc team proven platform address need crowdfund marketplac south america experienc team proven platform address need crowdfund marketplac south america megatrend opportun team bet,Personal loans,Term loans,54.054054054054056
241,"credit financ fintech small medium busi credit financ fintech small medium busi abl lowest-cost onlin lender small busi loan nation partner network provid loan 25k- 1mm abl lowest-cost onlin lender small busi nation passion fund busi stage new kind loan let borrow get capit lower rate recruit support friend famili fan averag able??? borrow save 31,000 loan 25,000 1,000,000 abl ???more loan.??? connect extraordinari entrepreneur addit capit communiti resourc expert advic it??? time grow learn nomin favorit busi get pre-approv 1 minut visit www.ablelending.com",Term loans,Term loans,54.054054054054056
146,crowdfund financ financi servic crowdfund financ financi servic startwis crowdfund platform make revenu share invest access everyon startwis make revenu share invest deal access everyon startwis revenu share marketplac everyon regardless incom invest expertis becom investor compani care start 100 model simpl invest 100 deal compani pay fix revenu everi 3 month reach maximum payout rang 110 250 depend deal term empow peopl bank invest made simpl,Working Capital ,Others,54.054054054054056
