,domain_name,Test_document,Expected_result,decision_model_4,decision_model_4_accuracy
261,ibanonline.com,e-commerc fintech share economi e-commerc fintech share economi iban crowdlend financi compani aim deliv better deal saver borrow iban first global fintech guarante fund lend us allow support social project financi secur iban verg lead huge improv global crowdlend model aim deliv better deal saver borrow care money,Others,Purchase Financing ,45.20547945205479
255,patchhomes.com,unlock home equiti wealth consum without interest month payment,Personal loans,Purchase Financing ,45.20547945205479
7,icanbuy.com,financ fintech real estat financ fintech real estat financi real estat consum websit base santa ana california busi sinc 2006 icanbuy provid accur real-tim mortgag loan rate comparison instant consum base uniqu financi credit profil icanbuy???????? disrupt technolog platform develop cut confus mortgag market inform empow homebuy make sound financi decis find lowest mortgag rate unlik tradit mortgag comparison site simpli captur consum inform without provid mortgag rate inform icanbuy provid consum depth loan rate inform allow consum compar lender loan product select lender want work learn www.icanbuy.com,Others,Term loans,45.20547945205479
31,emoneyunion.com,financ financ provid individu spare save opportun becom person lender screen profil borrow provid individu spare save opportun becom person lender screen profil borrow unlik peer peer platform platform financi inclus accept loan applic low credit score borrow borrow low credit score need obtain back high credit score person guarantor boost chanc obtain loan,Personal loans,Personal loans,45.20547945205479
130,prosper.com,crowdfund financ fintech lend person financ crowdfund financ fintech lend person financ first marketplac lender u. prosper marketplac help peopl get top financ prosper??? mission advanc financi well-b company??? onlin lend platform connect peopl want borrow money individu institut want invest consum credit borrow get access afford fixed-r fixed-term person loan investor opportun earn solid return via data-driven underwrit model date 10 billion person loan origin prosper platform debt consolid larg purchas home improv project medic expens special occas prosper marketplac inc. found 2005 headquart san francisco lend platform own prosper fund llc subsidiari prosper marketplac inc. loan origin prosper marketplac made webbank member fdic visit www.prosper.com follow prosperloan learn prosper note offer prospectus,Personal loans,Others,45.20547945205479
114,loanhero.com,"consum financi servic point sale retail consum financi servic point sale retail loanhero provid financ import thing life empow merchant extend instant financ point sale loanhero provid financ import thing life whether it??? medic procedur cover insur new roof we???r cover expens 1,000 innov financ platform empow merchant extend instant financ point sale multipl lender simpl applic consum receiv best loan product regardless credit loanhero fastest grow player retail financ platform partner credit union creat better lend option consum hero join forc loanhero",Lead generation platform,Purchase Financing ,45.20547945205479
319,guaranteedrate.com,financ financi servic person financ financ financi servic person financ guarante rate provid mortgag lend servic home loan home mortgag refinanc servic,Others,Personal loans,45.20547945205479
90,driverup.com,busi develop financi servic fintech lend marketplac busi develop financi servic fintech lend marketplac driverup first onlin auto lend marketplac accredit investor driverup onlin marketplac offer automot financ servic platform util proprietari technolog creat direct-to-investor option user integr softwar advanc data analyt marketplac enabl effici process direct invest auto loan full transpar report also first mechan offer accredit investor hedg fund famili offic high net-worth individu opportun particip direct high-yield auto lend launch 2012 marketplac oper dalla texa,Others,Others,45.20547945205479
37,privlo.com,bank financ financi servic bank financ financi servic privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc privlo onlin lender well-qualifi borrow fallen crack inher tradit agenc qualifi mortgag qm process heart commonsens approach proprietari decision-mak process valu individu 's uniqu financi pictur privlo offer incred custom experi speed certainti close,Others,Others,45.20547945205479
228,tempoe.com,financi servic financi servic tempo found 2009 one man employe spent countless hour creat new way peopl take merchandis tempo found 2009 one man employe spent countless hour creat new way peopl take merchandis home simpl approv process credit requir tempo grown home basement oper multi-offic nation provid credit requir shop sever payment option,Purchase Financing ,Personal loans,45.20547945205479
151,weidai.com.cn,financi servic lend payment financi servic lend payment china-bas p2p lend platform weidai earli stage person credit system base china peer-to-p lend servic use vehicl collater weidai plan expand use properti collater provid person loan well,Personal loans,Personal loans,45.20547945205479
199,peerstreet.com,crowdfund fintech real estat real estat invest crowdfund fintech real estat real estat invest peerstreet crowdfund platform give investor easi access high-yield loan collater real estat peerstreet lead platform invest real estat debt back andreessen horowitz found real estat attorney brew johnson former googl execut brett crosbi peerstreet allow investor easili invest high-yield real estat loan histor difficult access peerstreet secur intuit easy-to-us interfac particip deal simpl buy stock fund account select invest welcom peerstreet better deal everyon,Others,Term loans,45.20547945205479
171,iservefinancial.com,financi servic financi servic onlin offlin customis financi servic solut busi lead financi product distributor india focus serv individu smes corpor customers.they decod financi jargon make thing simpl understand consumers.they larg distributor compel presenc onlin offlin focus provid custom accur inform best financi advic consequ appropri product relev need,Lead generation platform,Others,45.20547945205479
299,getsimpl.com,fintech payment fintech payment simpl 's mission make money simpl peopl live well amaz thing simpl??? mission make money simpl peopl live well amaz thing simpl??? first product payment option let skip pay repeat instead pay later multipl order one go multipl verif payment failur fumbl chang order arriv,Purchase Financing ,Purchase Financing ,45.20547945205479
351,sofi.com,sofi entrepreneur program brilliant busi idea opportun grow someth special,Others,Term loans,45.20547945205479
196,chinarapidfinance.com,"artifici intellig big data fintech internet marketplac predict analyt artifici intellig big data fintech internet marketplac predict analyt china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class china rapid financ china??? largest onlin consum lend marketplac serv onlin user china??? emerg middl class compani provid consum credit access world??? largest untap market expect grow rmb 5.4 trillion us 870 billion 2020 technolog enabl social inclus financ creditworthi individu serv potenti 500 million consum econom activ never access bank credit china rapid financ recogn technolog innov transform china??? consum credit landscap introduct advanc omni-channel borrow acquisit system proprietari big data analyt technolog platform featur end-to-end autom credit decis system proven track record credit risk manag transpar cultur focus innov 5,000 employe 80 data verif center across china china rapid financ found 2001 mr. zane wang phd one china??? lead expert consum credit market innov lend marketplac technolog prior found china rapid financ dr. wang receiv phd statist univers illinoi chicago start career unit state serv head analyt sear credit ?? ? world??? largest retail credit card portfolio subsequ acquir citibank upon return china dr. wang advis people??? bank china creation china??? nation credit bureau first function credit bureau shanghai launch china rapid financ dr. wang also council committe member china associ microfin marketplac lend industri secretari shanghai financi inform profession committe branch shanghai govern trade associ china rapid financ 's home page www.chinarapidfinance.com",Personal loans,Term loans,45.20547945205479
12,promedhcf.com,financ financ prome healthcar financ altern invest compani special medic practic healthcar busi prome healthcar financ former promac found 2007 headquart hauppaug ny prome healthcar financ first financ compani fund type electron payment proceed ach eft credit card receipt e-check process recur debit arc back offic convers,Term loans,Personal loans,45.20547945205479
327,loquidity.com,real estat real estat loquid offer accredit intern investor curat local sourc real estat invest opportun loquid membership-bas platform offer accredit intern investor curat local sourc real estat invest opportun midwest marketplac crowd-sourc real estat invest take middlemen help sponsor fund project loquid member view pre-vet deal learn specif invest track progress onlin investor dashboard receiv email updat deal access q forum deal includ inform estim annual return project length invest properti locat inform market analysi profil primari parti involv invest loquid launch 2014 oper base michigan unit state,Term loans,Term loans,45.20547945205479
183,welab.co,financ fintech lend person financ financ fintech lend person financ welab analyz unstructur mobil big data within second make credit decis individu borrow found 2013 hong kong welab reinvent tradit financi servic creat seamless mobil lend experi proprietari risk manag technolog welab effect analyz unstructur mobil big data within second make credit decis individu borrow welab oper wolaidai ?? ? ?????? one china??? lead mobil lend platform welend hong kong??? lead onlin lend platform compani also partner tradit financi institut util welab??? technolog offer fintech-en solut custom welab??? investor includ ck hutchison??? tom group khazanah nasion berhad ing silicon valley-bas ventur capit fund sequoia capit tom group??? ule.com guangdong technolog financi group accord kpmg cb insight fundrais fourth largest fintech deal first quarter 2016 global,Personal loans,Personal loans,45.20547945205479
268,ezcred.in,ezcr new age technolog base consum lend platform ezcr new age technolog base consum lend platform 's look reach borrow look consum loan match lender best fit transact borrow need loan,Purchase Financing ,Personal loans,45.20547945205479
123,loanzen.in,financi servic financi servic loanzen help small busi get unsecur work capit loan pend invoic loanzen help small busi get unsecur work capit loan pend invoic,Working Capital ,Term loans,45.20547945205479
139,sixup.com,big data edtech fintech impact invest big data edtech fintech impact invest educ financ marketplac platform high-achiev low-incom student underbank underfund sixup onlin student financ support platform invest high-achiev low-incom student pursuit higher educ career invest student suit wrap-around fund servic design upgrad student school better outcom support graduat job creation compani partner charter school colleg success organ identifi recommend high-potenti student expand option help student upgrad colleg outcom graduat rate social capit job placement also offer annual fund option loan grant student throughout colleg lifecycl reevalu student year base perform compani work close wide rang organ trio upward bound kipp cristo rey genesi work investor compani rethinkeduc acceler ventur wti learncapit sixup u.s.-bas compani found 2015 sunwoo hwang,Others,Term loans,45.20547945205479
3,bfscapital.com,financ financi servic ventur capit financ financi servic ventur capit bfs capit expert work capit need small busi deliv fund solut reason re busi they???r expert work capit need small busi headquart south florida technology-en financ platform provid 2 million small busi loan merchant cash advanc busi 50 state canada affili boost capit unit kingdom they???v deliv 1 billion total financ small- mid-siz busi across 400 industri help entrepreneur like access work capit busi need direct fund sourc industri leader sinc 2002 year experi firm financi back institut bank partner help solidifi posit prefer fund sourc small busi re proud track record success support dream thousand custom ?? ? 80 repeat busi result better busi bureau a+ rate,Working Capital ,Working Capital ,45.20547945205479
113,earnest.com,bank consum lend credit financi servic fintech bank consum lend credit financi servic fintech re build modern bank next generat base san francisco earnest technology-en lend compani use data scienc design softwar autom rebuild financi servic solut enabl custom renegoti loan repay amount interest rate exist loan compani evalu financially-respons people??? full educ employ financi profil base credit score reward better rate person loan student loan refinanc addit offer onlin dashboard give client tool need easili control custom loan payment compani establish 2013,Others,Others,45.20547945205479
144,sunfunder.com,crowdfund energi financ solar crowdfund energi financ solar sunfund crowdfund platform connect investor high-impact solar project off-grid communiti around world sunfund new crowdfund platform anyon invest high-impact solar project unlock access clean afford energi around world sunfund solv biggest problem face solar busi work deploy afford solar technolog off-grid market access financ sunfund unlock big new sourc capit solar individu investor abl profit invest high qualiti vet project facilit low-cost financ solar busi fund project,Term loans,Term loans,45.20547945205479
148,propellr.com,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Term loans,Term loans,45.20547945205479
224,huifenqi.com,rental rental properti servic industri rental rental properti servic industri instal payment platform hous rent,Personal loans,Personal loans,45.20547945205479
238,bluevine.com,financ fintech small medium busi financ fintech small medium busi bluevin allow small busi get paid immedi outstand invoic bluevin allow small busi get paid immedi outstand invoic bluevin compani free cash pay expens grow busi compani back lead ventur capit firm base redwood citi ca,Working Capital ,Working Capital ,45.20547945205479
164,neogrowth.in,busi develop financ fintech market research busi develop financ fintech market research neogrowth credit pvt ltd non-deposit take nbfc regist rbi provid short term busi loan indian merchant neogrowth oper non-bank financi compani india focus meet financi need small busi sell good servic consum offer busi financ servic small- medium-s retail compani sell apparel consum durabl electron item footwear accessori handicraft gift food groceri item optic good well restaur beauti salon hotel gymnasium health diagnost center neogrowth began commerci oper 2013,Working Capital ,Term loans,45.20547945205479
273,applieddatafinance.com,credit financ financi servic credit financ financi servic adf purpose-built optim link underestim underbank consum capit market adf purpose-built optim link underestim underbank consum capit market,Others,Term loans,45.20547945205479
233,hellofloat.com,credit financi servic machin learn credit financi servic machin learn float mobile-first credit experi offer small dollar credit line built bank altern data float mobile-first financi servic help young consum access manag proactiv build credit offer thin-fil consum instant access afford line credit direct smartphon fico requir,Personal loans,Others,45.20547945205479
126,financebuddha.com,financ financi servic fintech financ financi servic fintech financi servic product startup,Lead generation platform,Term loans,45.20547945205479
265,neighborly.com,financ fintech govtech impact invest softwar financ fintech govtech impact invest softwar neighbor modern access public financ 1 billion dollar per day market fund vital public project like school park neighbor modern access public financ multi-trillion dollar market fund vital public project like school park librari road next-gener public project neighborhood microgrid investor neighbor deliv direct access high-qual world-posit invest opportun issuer neighbor provid platform borrow 's need 's need public project,Term loans,Personal loans,45.20547945205479
285,autogravity.com,automot financ mobil automot financ mobil autogravity??? uniqu mobil platform deliv auto financ palm hand autograv fintech pioneer mission transform process financ car uniqu digit experi autograv partner world??? lead bank give consum direct control financ car smartphon offer simpl mobil platform autograv empow custom multipl loan offer network trust car dealerships.? headquart irvin ca autograv found team digit nativ industri veterans.? learn visit www.autogravity.com follow autogravityhq twitter,Others,Others,45.20547945205479
