,Test_document,Expected_result,multinomial_model_1,multinomial_model_1_accuracy
65,bank financi servic secur bank financi servic secur lantouzi.com offer secur invest bank platform internet compani financi institut lantouzi.com onlin invest bank platform help small- medium-s enterpris fulfil busi financ need launch 2014 base beij china,Others,Others,79.1044776119403
302,financi servic financi servic digilend analyt technolog marketplac enabl individu like avail unsecur person loan digilend marketplac enabl individu like avail unsecur person loan differ need like educ travel holiday wed home improv debt consolid emerg need etc need cash loan bank loan look provid onlin instant quick loan competit interest rate digilend??? endeavour make get loan easier onlin instant credit evalu connect right lender provid everyon easi conveni access credit,Others,Others,79.1044776119403
247,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Others,Others,79.1044776119403
242,financ fintech small medium busi financ fintech small medium busi bluevin allow small busi get paid immedi outstand invoic bluevin allow small busi get paid immedi outstand invoic bluevin compani free cash pay expens grow busi compani back lead ventur capit firm base redwood citi ca,Others,Others,79.1044776119403
315,consum lend credit financ financi servic consum lend credit financ financi servic cointrib onlin lend marketplac provid small busi salari individu way get funds/capit cointrib oper onlin lend marketplac enabl small busi salari individu get fund capit company??? servic enabl compani appli busi person loan websit mobil applic cointrib found amit sachdev rohit lohia 2015 headquart gurgaon india,Others,Others,79.1044776119403
88,financi servic fintech financi servic fintech drip capit offer uniqu trade financ product target toward smes develop market drip capit offer uniqu trade financ product target toward smes develop market comprehens autom risk assess model allow rapid grow smes quick easi access financ focus technolog drip aim elimin hassl paperwork bureaucraci creat seamless borrow experi client drip consist team high qualifi financi consult engin analyst wharton stanford iit year experi standard charter black rock yahoo back lead silicon valley investor combin startx alway eager connect sharp mind grow quest becom futur global trade financ,Others,Others,79.1044776119403
170,financi servic fintech mobil financi servic fintech mobil payjoy provid smartphone-en consum financ solut payjoy provid smartphone-en consum financ solut enabl custom purchas pay electron item time chang upfront purchas pay-as-you-go month instal company??? technolog lock devic unless month payment made improv custom payment rate offer financ solut smartphon wash machin tvs air condition bring middle-class lifestyl peopl around world compani found 2015 base saratoga california unit state,Others,Others,79.1044776119403
202,"credit financi servic marketplac credit financi servic marketplac liftforward oper marketplac loan platform provid loan small busi liftforward oper marketplac loan platform provid loan small busi high yield debt product investor busi abl borrow 1,000,000 per transact asset purchas purchas order financ work capit liftforward partner supplier retail manufactur order provid financ small busi custom liftforward partnership includ co-brand white-label portal",Others,Others,79.1044776119403
263,"financi servic fintech financi servic fintech earlysalary.com new fintech start-up pune help broke earlysalari salari advanc mobil applic enabl indian user borrow money urgent cash requir get month wage aim help individu face month-end mid-month financi crisi provid small loan receiv salari user applic abl login though facebook account communic amount need loan date could settl submit basic document get money credit bank account earlysalari offer loan 1,000 inr 100,000 inr payback term rang 7 50 day",Others,Others,79.1044776119403
120,e-commerc e-commerc platform marketplac e-commerc e-commerc platform marketplac credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan credit nation india 's lead onlin marketplac provid easi comparison best interest rate loan great custom servic,Others,Others,79.1044776119403
297,credit financ fintech internet credit financ fintech internet onlin marketplac lend compani that??? use technolog transform way china financ help enrich people??? live dianrong offer individu small medium-s enterpris comprehens one-stop financi platform support industry-lead technolog complianc transpar company??? sophist flexibl infrastructur enabl design custom lend borrow product servic base industry-specif data insight support onlin risk-manag oper tool,Others,Others,79.1044776119403
93,consum lend financ financi servic fintech lend consum lend financ financi servic fintech lend chang way borrow safer faster better financi product avant oper onlin marketplac provid user access person loan consolid debt pay unexpect medic expens famili vacat use big data machine-learn algorithm compani offer custom approach streamlin credit option compani cater consum unit state unit kingdom headquart chicago illinoi avant found novemb 2012,Others,Others,79.1044776119403
344,"fintech fintech plum transform cre ownership experi unparallel access loan option tech tool exclus network plum lend non-bank commerci real estat lender special loan 1,000,000 15,000,000 nationwid combin power innov technolog team real estat financ profession deliv expedit execut improv transact visibl unparallel client experi allow acquisit refin properti nationwid includ multifamili offic industri retail hotel manufactur hous self-storag plum lend u.s.-bas compani found 2014 bill fisher",Others,Others,79.1044776119403
246,rupi urban microfin offer loan entir mobil,Others,Others,79.1044776119403
9,financ financ bilbus work capit platform help small busi invoic collect connect commerci lender via singl dashboard bilbus unlock commerci lend smbs give busi visibl work need cash simplifi meet fund gap bilbus work capit platform enabl small busi invoic collect connect commerci lender via singl dashboard,Others,Others,79.1044776119403
365,crowdfund financ financi servic crowdfund financ financi servic crowdfund loan back peopl believ wefin let borrow creat loan list describ borrow need word help market list potenti lender save includ regular peopl network pledg take minut handl transact direct addit work rememb repay borrow save money lender get good return low risk side feel great help peopl network save money,Others,Others,79.1044776119403
322,expans capit group valu partner expans capit solut,Others,Others,79.1044776119403
125,credit financ financi servic credit financ financi servic fig help financi emerg build credit toward better futur fig partner famili houston offer loan 80 cheaper design get debt fig help financi emerg build credit toward better futur,Others,Others,79.1044776119403
52,"financi servic internet marketplac financi servic internet marketplac biz2credit hub connect small busi owner lender servic provid seek solut base onlin profil biz2credit www.biz2credit.com connect small busi owner lender servic provid thus empow effect compet big compani enhanc servic product grow enterpris biz2credit match small busi credit solut base onlin profil complet less five minut safe effici price-transpar environ biz2credit network consist 50,000 user 300 lender credit rate agenc equifax broker includ bizbuysel major small busi servic provid hp biz2credit top financ resourc entrepreneur magazin 2009 compani process 3,000 loan applic month facilit 400 million fund sinc 2007 registr free howev biz2credit also offer vari level subscript servic includ phone support case manag assist borrow entir lend process start initi applic form end day loan close biz2credit recent introduc free bizanalyzer??????? app android http //bit.ly/hlmwbl use inform credit rate agenc dun bradstreet bizanalyz provid free financi check-up small busi owner make loan applic process effici enabl borrow download review credit score tool benchmark risk assess small busi owner lend criteria 300 financi institut risk profil industri peer factor credit rate ultim impact credit decis lender biz2credit suggest best loan option possibl",Others,Others,79.1044776119403
227,e-commerc inform technolog payment e-commerc inform technolog payment financi servic p2p rental market pay fintech startup base brooklyn ny.w offer airbnb host possibl receiv money book whenev need it.when guest book futur stay airbnb host get paid first night mean host wait day week even month receiv money,Others,Others,79.1044776119403
135,energi effici financi servic fintech renew energi energi effici financi servic fintech renew energi figtre ondemandpac program provid pace figtre financ provid client program facilit capit environment friend product servic san diego california-bas clean energi financ compani also offer pace financ support commerci properti owner improv properti lower util bill energi effici renew energi water conserv upgrad found 2010 mahesh shah figtre financ special smart invest energi save emiss reduct properti owner focus small commerci market struggl keep pace linear growth residenti solar,Others,Others,79.1044776119403
237,credit financi servic machin learn credit financi servic machin learn float mobile-first credit experi offer small dollar credit line built bank altern data float mobile-first financi servic help young consum access manag proactiv build credit offer thin-fil consum instant access afford line credit direct smartphon fico requir,Others,Others,79.1044776119403
366,welcom invest crowd-fund platform,Others,Others,79.1044776119403
186,analyt big data credit credit card financ internet machin learn analyt big data credit credit card financ internet machin learn selfscor analytics-bas lend compani provid access financi product deserv underserv popul selfscor develop strong market nich around provid access financi product credit card student loan etc deserv underserv popul intern student 1m+ strong grow 31 billion untap annual spend intern student routin grant access us educ system advantag offer howev clear path exist gain access credit market current credit polici handicap leav unabl get credit card student loan car leas without pay exorbit costs/fe want provid financi on-ramp put path toward financi success america given lack credit histori credit score ???thin file file??? evalu student use altern data scienc machin learn method selfscor measur creditworthi use proprietari data scienc framework/algorithm determin students??? abil repay use predict attribut education/major cost educ sourc initi fund futur employ object measur e.g place time graph use framework also determin propens stay/leav countri use attribut complianc framework take consider various feder regulatori constraint concern kyc/cip fair lend cdr ecoa fcra seiz 1m intern student market set foundat futur product market expans thin file popul,Others,Others,79.1044776119403
212,bank financi servic lend bank financi servic lend faircent.com websit borrow lender connect direct faircent help elimin high margin intermediari like bank financi institut make transact bank massiv overhead thousand employe pay hundr branch maintain bank must take larg margin money pass wherea faircent.com peopl spare money lend direct peopl want borrow bank middl huge overhead,Others,Others,79.1044776119403
319,fintech fintech onlin person lend platform onlin person lend platform strive provid faster simpler safer borrow experi consum,Others,Others,79.1044776119403
35,financi servic financi servic kashabl loan better borrow retir plan credit card mani lender take kashabl loan easi painless trip local bank branch storefront fill form mail stay hold repres phone complet entir process onlin within matter minut fund deposit electron bank account,Others,Others,79.1044776119403
33,financ fintech financ fintech quarterspot onlin lend platform offer small busi work capit quarterspot onlin lend platform offer credit-starv small busi work capit attract rate term acceler access capit use advanc technolog enabl instant underwrit approv same-day close repay investor littl 24 hour contact info quarterspot.com inform,Others,Others,79.1044776119403
34,financi servic financi servic edai compani found 2006 exist onlin brick-and-mortar offic china edai financi servic compani china focus p2p lend well tradit loan free loan consult,Others,Others,79.1044776119403
225,"agricultur farm financi servic agricultur farm financi servic nongfenqi rural internet financ servic platform nongfenqi rural internet financ servic platform.run nanj nongfenqi e-commerc co. ltd. provid instal payment servic larg farm group collabor commune agricultur equip purchas compani provid servic 20,000 client far report ad",Others,Others,79.1044776119403
40,collabor consumpt crowdfund financ collabor consumpt crowdfund financ lendsquar onlin platform allow small busi financ growth borrow money custom communiti lendsquar help peopl invest small busi neighborhood lend money community-focus approach advantag tradit sourc ofcredit 's cheaper busi strengthen communiti bond allow individu invest place understand love,Others,Others,79.1044776119403
69,financ fintech peer peer financ fintech peer peer ppdai onlin platform peer-to-p small unsecur loan china ppdai onlin platform peer-to-p small unsecur loan china build safe high-perform honest network platform creativ technolog ideal ppdai standard person behavior debit credit bring return lender borrow ppdai found august 2007 founder well known compani,Others,Others,79.1044776119403
187,financ fintech lend person financ financ fintech lend person financ welab analyz unstructur mobil big data within second make credit decis individu borrow found 2013 hong kong welab reinvent tradit financi servic creat seamless mobil lend experi proprietari risk manag technolog welab effect analyz unstructur mobil big data within second make credit decis individu borrow welab oper wolaidai ?? ? ?????? one china??? lead mobil lend platform welend hong kong??? lead onlin lend platform compani also partner tradit financi institut util welab??? technolog offer fintech-en solut custom welab??? investor includ ck hutchison??? tom group khazanah nasion berhad ing silicon valley-bas ventur capit fund sequoia capit tom group??? ule.com guangdong technolog financi group accord kpmg cb insight fundrais fourth largest fintech deal first quarter 2016 global,Others,Others,79.1044776119403
127,financi servic financi servic cashbus microfin compani cashbus microfin compani establish 2014 headquart shanghai offer small short-term micro instal loan underbank china,Others,Others,79.1044776119403
292,fintech internet person financ fintech internet person financ self lender help peopl build credit simpl save plan self lender help thousand peopl begin financi journey credit builder account understand build financi foundat daunt task peopl re dedic build product help custom move two step right direct,Others,Others,79.1044776119403
144,develop platform e-commerc financ fintech develop platform e-commerc financ fintech licaifan chines onlin financ platform licaifan chines onlin financ platform offer p2b invest loan financi servic small- medium-s enterpris launch march 2014 compani headquart beij china,Others,Others,79.1044776119403
57,consum lend financ financi servic consum lend financ financi servic creditshop offer afford onlin loan simpl payment plan mani borrow find unsecur person loan reason interest rate extrem difficult often borrow forc consid lender charg high interest rate hefti fee request valuabl item collater creditshop consum qualifi interest rate rang 18 30 creditshop custom make month payment time never pay ongo transact fee late fee annual fee prepay fee reason creditshop loan might smart choic cost less mani consum,Others,Others,79.1044776119403
177,financ financi servic fintech risk manag financ financi servic fintech risk manag lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan compani develop whole-busi financ solut singl loan product meet aspect business??? financ requir acquisit work capit purchas order refinanc solut lqd busi financ generat revenu percent clients??? loan amount evalu risk potenti loan use proprietari risk manag back softwar known lqd matrix,Others,Others,79.1044776119403
86,crowdfund small medium busi crowdfund small medium busi mission lead communiti capit transform mission lead communiti capit transform investnextdoor creat first community-engag capit marketplac marketplac creat new sourc reason price capit small busi better return main street investor longev community-bas bank credit union focus communiti first amplifi econom effect consum invest small busi keep benefit borrow lifecycl within given communiti educ access transpar fair core valu start investnextdoor believ us borrow invest model broken ve hit reset button start fresh go back basic ve made better ve made social fun impact re brand new kind financi servic compani ve alreadi made thing better,Others,Others,79.1044776119403
48,agricultur lend onlin portal agricultur lend onlin portal eloancn china-bas onlin lend platform offer solut borrow lend money among user eloancn wenzhou-bas onlin lend platform member borrow lend money among better interest rate bank typic offer eloancn differenti peer special focus agricultur farm rural area main busi come farmers??? person loan main use agricultur reproduct breed,Others,Others,79.1044776119403
268,"person financ person financ help receiv cash advanc immedi without formal paperwork 100 onlin hello 'm moni fanpag ask advanc 4,000 's simpl complet onlin form immedi confirm approv ll transfer within day bank account devolv?? like also easi day debitar?? agre bank account arriv end meet tight left trip friend unexpect want go mega concert help short term loan solv situat join www.moni.com.ar ll see easi",Others,Others,79.1044776119403
8,financ fintech financ fintech lendinero compani provid short term alternative-fund small medium size exist busi lendinero ventur capit firm provid short-term fund solut smes ancillari servic assist client view manag account cloud addit firm offer rang financi solut smes includ lendireno loan merchant cash advanc loan sba loan addit firm also carri advisori servic assist client obtain financ lendinero found 2011 gil zapata base florida,Others,Others,79.1044776119403
354,smartpay lease-to-own payment plan let??? custom shop devic accessori smartpay leas technology-driven compani work lead wireless retail prepaid phone compani provid innov devic leas solut nationwid use softwar data analyt solv hard problem underwrit consum minim credit histori consum get devic want today pay time easi schedul payment,Others,Others,79.1044776119403
30,"credit financ financi servic credit financ financi servic renrendai beijing-bas compani provid p2p financi servic loan debt invest other renrendai beijing-bas compani provid p2p platform financi servic loan debt invest other target white-collar employe small busi owner custom charg borrow manag fee 0.3 borrow money servic fee 5 high-risk borrow return renrendai.com loan 10 18 higher 3.25 offer one year turn deposit bank compani also control default risk measur borrow incom occup asset famili connect renrendai found may 2010 current servic network cover 2,000 region transact capit third quarter 2013 report us 81.2 million",Others,Others,79.1044776119403
102,consum lend credit card financ financi servic fintech lend consum lend credit card financ financi servic fintech lend onlin lender use altern data metric lend creditworthi intern citizen modernlend provid credit card intern student worker u.s. understand educ employ financi background determin creditworthi without requir ssn fico credit score launch first credit card tailor intern citizen summer 2016 found wharton busi school bring 10+ year experi goldman sach well fargo seed stage fund portfolio compani entrepreneur roundtabl acceler bbva bank??? global fintech competit 650 startup learn www.modernlend.com,Others,Others,79.1044776119403
152,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Others,Others,79.1044776119403
37,crowdfund financ fintech crowdfund financ fintech earlyshar real estat crowdfund platform connect return-driven commerci real estat invest earlyshar crowdfund platform connect individu investor curat select vet return-driven real estat invest offer compliant platform investor gain direct access opportun growth compani real estat project invest fund investor either invest passiv owner equiti opportun brought forward sponsor loan origin institut lender earlyshar launch 2011 base miami florida,Others,Others,79.1044776119403
327,financi servic lend financi servic lend instakash 's aim empow small busi let grow use new method lend instakash aim empow small busi let grow use new method lend want transform experi borrow make simpler effici current offer loan line credit small busi applic process complet minut strive make applic process approv hassl free possibl,Others,Others,79.1044776119403
270,marketplac onlin portal trade platform marketplac onlin portal trade platform qupit digit trade marketplac buyer seller corpor receiv qupit digit trade marketplac buyer seller corpor receiv,Others,Others,79.1044776119403
262,lend marketplac peer peer lend marketplac peer peer i-lend india 's first social lend initi bring togeth borrow lender facilit financi transact onlin marketplac bring togeth creditworthi borrow individu lender person loan transact without intervent tradit financi institut like bank borrow appli small loan rs.25k rs.1l 6 month 12 month period interest rate vari 18 24 much lower financi institut lender higher return compar save account fds,Others,Others,79.1044776119403
148,crowdfund energi financ solar crowdfund energi financ solar sunfund crowdfund platform connect investor high-impact solar project off-grid communiti around world sunfund new crowdfund platform anyon invest high-impact solar project unlock access clean afford energi around world sunfund solv biggest problem face solar busi work deploy afford solar technolog off-grid market access financ sunfund unlock big new sourc capit solar individu investor abl profit invest high qualiti vet project facilit low-cost financ solar busi fund project,Others,Others,79.1044776119403
228,rental rental properti servic industri rental rental properti servic industri instal payment platform hous rent,Others,Others,79.1044776119403
282,financi servic fintech financi servic fintech yinchengku china-bas privat held compani provid onlin b2b financi servic yinchengku china-bas privat held compani provid onlin b2b financi servic includ bill discount found 2013 company??? manag 10 year experi bill circul servic,Others,Others,79.1044776119403
7,financ fintech real estat financ fintech real estat financi real estat consum websit base santa ana california busi sinc 2006 icanbuy provid accur real-tim mortgag loan rate comparison instant consum base uniqu financi credit profil icanbuy???????? disrupt technolog platform develop cut confus mortgag market inform empow homebuy make sound financi decis find lowest mortgag rate unlik tradit mortgag comparison site simpli captur consum inform without provid mortgag rate inform icanbuy provid consum depth loan rate inform allow consum compar lender loan product select lender want work learn www.icanbuy.com,Mortgages,Others,79.1044776119403
245,energi effici financi servic fintech water energi effici financi servic fintech water renov america lead way make home communiti energi water effici renov america provid financ solut home communiti area energi water unit state aim lead way make home communiti energi water effici compani offer hero program financ solut made possibl properti assess clean energi legisl partner citi counti implement low-risk scalabl program deliv multipl benefit includ energi save lower util bill reduc emiss new job local econom stimulus in-hous develop team creat custom tool support user product properti owner contractor municip leader,Mortgages,Others,79.1044776119403
299,clean energi financ fintech renew energi clean energi financ fintech renew energi renew financi found 2008 cisco devri origin idea properti assess clean energi pace financ model renew financi provid financ solut help effici renew energi contractor grow busi promot energi independ aim develop advanc financ design transform america??? economi clean energi company??? financ product includ pace financ model warehous energi effici loan open residenti energi effici financ market larg institut investor found 2008 cisco devri renew financi partnership solarc target small- medium-s busi util pace,Mortgages,Others,79.1044776119403
324,financ financi servic person financ financ financi servic person financ guarante rate provid mortgag lend servic home loan home mortgag refinanc servic,Mortgages,Others,79.1044776119403
330,softwar softwar lender process servic provid integr technolog outsourc servic mortgag lend industri u.s. lender process servic inc. provid integr technolog outsourc servic mortgag lend industri unit state oper two segment technolog data analyt loan transact servic technolog data analyt segment offer softwar system inform solut facilit autom various busi process across life cycl mortgag applic servic technolog includ mortgag servic platform loan setup ongo process custom servic account report feder regulatori report desktop web-bas workflow inform system various softwar applic servic facilit origin mortgag loan segment also provid data analyt servic includ enhanc properti data inform altern valuat servic altern valuat servic loan transact servic segment offer custom outsourc busi process inform solut provid various settlement servic central titl agenc close servic financi institut client properti apprais servic lender real estat tax inform feder flood zone certif monitor servic outsourc tax escrow servic segment also offer default manag servic includ foreclosur servic properti inspect preserv servic well asset manag default titl settlement servic lender process servic inc. provid servic primarili bank well various financi institut mortgag lender mortgag loan servic provid real estat profession compani headquart jacksonvill florida,Loan management platform,Others,79.1044776119403
258,big data fintech machin learn big data fintech machin learn innov appli machin learn algorithm big data make all-round credit evalu individu smes icekredit inc. fintech compani regist shanghai free trade zone headquart locat lujiazui financi district branch nanj beij guangzhou changzhou chengdu los angel u.s.a. dedic innov appli machin learn algorithm big data relat technolog make all-round credit evalu individu smes icekredit found begin 2015 upon incept compani fund ten million yuan led intern renown ventur capit free capit yunqi partner wei lie capit decemb 2015 icekredit reciev angel fund octob 2016 icekredit obtain round fund present icekredit obtain total invest 160 million yuan product includ smes credit evalu system individu credit assess system consist anti-fraud engin person credit portrait miss custom contact inform restor compani establish busi relationship hundr domest oversea fin-tech tradit financi compani includ unionpay shenma financ neteas small loan taizhou bank fullerton credit subsidiari singapore-bas temasek hold icekredit??? founder- dr.gu lingyun expert appli big data technolog credit evalu individu smes founder head zestfin model team icekredit??? core member high competit background graduat univers chicago purdu univers georgia institut technolog georg washington univers new york univers carnegi mellon univers steven institut technolog etc return china held key posit benchmark fintech tradit financi compani kabbag zestfin lend club capit one discov ge capit barclay icekredit establish busi relationship hundr famous domest oversea fintech tradit financi compani cooper unionpay jieyu unit shenma financ taizhou bank neteas small loan fullerton credit wecash mani compani icekredit becom lead compani appli big data technolog individu sme credit evalu,Credit rating platforms,Others,79.1044776119403
