,Test_document,Expected_result,knn_model_6,knn_model_6_accuracy
46,financi servic fintech financi servic fintech first data-driven asset base lender offer financ solut small mid-siz manufactur supplier distributor credit junction first data-driven asset base lend platform transform way small mid-siz busi access work capit growth suppli chain financ solut compani combin technolog data intellig tradit asset-bas credit metric offer 5 million capit avail credit junction target growth-ori supplier distributor manufactur typic revenu 2m 25m financ compani provid help small busi access capit need also stimul job creation bolster communiti develop local town citi region across us canada,Others,Others,80.28169014084507
16,financ financ alltuit onlin search engin enabl collag student find sourc financi aid alltuit onlin search engin enabl collag student find sourc financi aid track hundr student loan provid help student find best loan elig understand real cost borrow,Others,Education Loans ,80.28169014084507
177,financ financi servic fintech risk manag financ financi servic fintech risk manag lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan lqd busi financ chicago-bas technology-en compani provid small medium size busi structur loan compani develop whole-busi financ solut singl loan product meet aspect business??? financ requir acquisit work capit purchas order refinanc solut lqd busi financ generat revenu percent clients??? loan amount evalu risk potenti loan use proprietari risk manag back softwar known lqd matrix,Others,Others,80.28169014084507
264,consum financi servic fintech payment consum financi servic fintech payment microf??? first-to-market rto product provid unmatch flexibl consum microf relationship-bas compani give prioriti want need custom offer rental purchas financ option wide rang consum innov rent-to-own strategi provid flexibl consum limit declin quick respons time multipl payment option various contract term choic microf establish 2010 accommod grow demand flexibl option replac residenti heat cool system,Others,Others,80.28169014084507
244,consum lend credit fintech mobil payment consum lend credit fintech mobil payment data driven onlin lend product purchas financ instal machin learn base credit score redcarpetup lend custom india bank see india credit financ compani abl servic less 10 custom base data widespread credit bureaus profil score custom redcarpet access much data includ data mobil phone use data servic custom never access credit today custom segment young future-prim student colleg use redcarpetup find credit fund onlin purchas ecommerc travel etc tomorrow hope unlock credit india,Others,Credit rating platforms,80.28169014084507
355,financi servic lend financi servic lend mission snap advanc empow busi owner capit resourc guidanc need succeed snap advanc provid quick access work capit plus tool expert advic help go main street main attraction?? ? snap 90 small busi turn loan merchant becom strand without capit need grow busi unwil accept lack fund new status quo turn snap advanc partner snap advanc access work capit restor merchant cash advanc program program simpl pay advanc portion futur credit debit card transact custom pay advanc paid back small fix percentag daili transact,Others,Others,80.28169014084507
1,credit financ internet marketplac credit financ internet marketplac apnaloan onlin marketplac provid home loan person loan credit card custom india apnaloan onlin marketplac home loan person loan credit card india idea apnaloan bank compet loan turn mean get better rate compani say apnaloan `` largest onlin marketplac loan credit card '' http //www.dialabank.com/emi-calculator.cfm,Others,Others,80.28169014084507
217,commerci real estat financi servic fintech commerci real estat financi servic fintech commloan??? passion technolog guarante alway match best possibl loan commloantm understand right loan critic bottom line commerci real estat project need loan option need fast hundr differ lender choos commloan bring one-stop shop unpreced access capit market,Others,Others,80.28169014084507
273,credit card financi servic mobil credit card financi servic mobil blispay financi technolog compani pioneer next generat point-of-sal financ blispay creat cost-effect streamlin in-stor financ experi market blispay visa card mobil centric credit card industri allow merchant size provid financ without technic integr financi oblig custom get enjoy instant issuanc 6 month special financ 2 cash back first product everyday credit financ solut custom deserv merchant need found team consist experienc industri veteran compani includ bill later paypal bank america mbna microsoft zynga we???r proud first product excit bring innov transpar fair bank product market futur appli today www.blispay.com join team email job blispay.com follow us twitter facebook stay date latest news,Others,Others,80.28169014084507
130,internet internet finomena financi technolog start-up revolutionis way everi consum think finance. innov happen smart peopl stubbor decid ask simpl first-principles-bas question instead accept status-quo-bas answer found stanford iit delhi graduat ve previous kick ass place like facebook microsoft boston consult group bain capit finomena provid access flexibl credit larg segment india??? young demograph tradit access finomena aim radic chang end-to-end custom experi borrow person profession growth make young indian financi independ financi liter thus revolutionis way bank done today??? smartphone-wield indian,Others,Others,80.28169014084507
322,expans capit group valu partner expans capit solut,Others,Others,80.28169014084507
188,consum lend credit financi servic consum lend credit financi servic greenski offer fast paperless solut financi servic busi size easi way offer financ everyon anywher easi busi size offer credit custom fast paperless solut,Others,Others,80.28169014084507
183,financ fintech lend financ fintech lend fundat onlin direct lender offer simpl interest small busi loan compani technolog driven process bank offer busi loan fundat offer busi loan faster fundat altern lender provid small busi loan fix rate simpl interest technolog streamlin small busi loan applic process collect third parti data autom major credit review process deliv fund quick possibl leader altern busi financ understand everi busi uniqu specif need fundation??? custom small busi loan ensur receiv appropri term payment option specif industri company??? need provid follow industry-specif small busi fund solut ??? auto repair shop loan ??? gas station loan ??? day care center fund ??? medic practic loan ??? chiropract busi loan ??? dental practic loan ??? physician practic loan ??? veterinari practic financ ??? health care busi loan ??? hotel motel financ ??? restaur loan ??? pharmaci loan ??? law firm financ ??? insur agenc financ ??? vineyard breweri financ ??? liquor store financ ??? funer home financ ??? self-storag financ whether need busi expans loan cash flow financ work capit loan fundat small busi financ solut help compani achiev goal also offer inventori loan help keep busi fulli stock refin loan help repay exist loan acquir better term interest rate matter use altern busi loan fundat expect support throughout entir small busi financ process custom relationship manag work close understand uniqu situat find best fund solut compani continu support long run reach goal contact fundat inform appli small busi loan today,Others,Others,80.28169014084507
2,credit e-commerc payment credit e-commerc payment bill later paypal servic enabl custom purchas product without provid credit card detail bill later inc. provid payment market technolog solut multichannel retail offer paycaptur set credit tool bill later enabl custom pay purchas without provid credit card inform compani support deliv suit web-engin payment solut offer consult servic area payment risk manag market technolog bill later inc. former known i4 commerc inc. chang name bill later inc. august 2007 compani found 2000 base timonium maryland novemb 7 2008 bill later inc. oper subsidiari ebay inc,Others,Others,80.28169014084507
82,"fintech marketplac real estat real estat invest fintech marketplac real estat real estat invest re onlin marketplac real estat invest connect borrow sponsor individu institut investor realtymogul.com onlin marketplac real estat invest connect borrow sponsor capit accredit institut investor onlin platform realtymogul.com give borrow access debt capit sponsor access equiti capit investor tool brows invest due dilig invest onlin realtymogul.com offer bridg perman loan joint ventur equiti 80,000 regist investor call realtymogul.com member devot communiti invest 200 million 350 properti valu 800 million effort receiv million distribut accredit institut investor look diversifi portfolio realtymogul.com offer fast easi frictionless platform serv 21st centuri bridg connect previous inaccess invest opportun real estat invest sponsor look rais joint ventur equiti borrow look flexibl debt realtymogul.com provid access equiti debt would like take sever month secur tradit mean ???traditional??? mean ???slow??? ???restrictive??? whether accredit institut investor want diversifi portfolio across real estat asset class borrow search flexibl loan real estat invest sponsor look rais joint ventur equiti join realti mogul today take real estat invest 21st centuri",Others,Others,80.28169014084507
69,financ fintech peer peer financ fintech peer peer ppdai onlin platform peer-to-p small unsecur loan china ppdai onlin platform peer-to-p small unsecur loan china build safe high-perform honest network platform creativ technolog ideal ppdai standard person behavior debit credit bring return lender borrow ppdai found august 2007 founder well known compani,Others,Others,80.28169014084507
247,credit financ financi servic fintech internet lend person financ credit financ financi servic fintech internet lend person financ upstart fund platform mentor network match student backer believ potenti upstart goe beyond fico score offer person loan compani 's proprietari underwrit model identifi high-qual borrow despit limit credit employ histori use variabl includ school attend area studi academ perform work experi upstart offer 3-year 5-year fix interest loan primarili use pay credit card consolid debt elimin student debt start busi pay person develop bootcamp,Others,Others,80.28169014084507
50,internet softwar internet softwar data driven inventori financ hardwar compani kickpay transform hardwar compani financ inventori leverag client 's data kickpay enabl access financ previous unavail allow grow faster,Others,Others,80.28169014084507
349,financ financi servic fintech financ financi servic fintech rimbal provid financi servic technolog financi servic technololgi,Others,Others,80.28169014084507
212,bank financi servic lend bank financi servic lend faircent.com websit borrow lender connect direct faircent help elimin high margin intermediari like bank financi institut make transact bank massiv overhead thousand employe pay hundr branch maintain bank must take larg margin money pass wherea faircent.com peopl spare money lend direct peopl want borrow bank middl huge overhead,Others,Others,80.28169014084507
96,financ fintech financ fintech fora financi provid financi servic busi includ merchant fund small busi loan fora financi provid flexibl work capit solut small busi need financ sustain grow enterpris mean marketplac forum latin fora aim foster communiti act extens clients??? partners??? busi provid financi solut industri insight ensur growth success found 2008 built upon trust transpar compani support small busi communiti histor underserv lender fora financi sinc grown competit financ leader offer one extens offer servic industri manag partner mani employe come small busi background fuel passion spur short- long-term growth segment possess in-depth knowledg mani vertic industri food beverag healthcar technolog retail fora financi pride abil support small busi owner relat financi partner goal make financ process transpar effici fora financi util time-proven tool solut provid custom industri partner innov fund solut compani oper consult approach listen customers??? need provid custom solut best meet need ever-chang financi market,Others,Others,80.28169014084507
187,financ fintech lend person financ financ fintech lend person financ welab analyz unstructur mobil big data within second make credit decis individu borrow found 2013 hong kong welab reinvent tradit financi servic creat seamless mobil lend experi proprietari risk manag technolog welab effect analyz unstructur mobil big data within second make credit decis individu borrow welab oper wolaidai ?? ? ?????? one china??? lead mobil lend platform welend hong kong??? lead onlin lend platform compani also partner tradit financi institut util welab??? technolog offer fintech-en solut custom welab??? investor includ ck hutchison??? tom group khazanah nasion berhad ing silicon valley-bas ventur capit fund sequoia capit tom group??? ule.com guangdong technolog financi group accord kpmg cb insight fundrais fourth largest fintech deal first quarter 2016 global,Others,Credit rating platforms,80.28169014084507
246,rupi urban microfin offer loan entir mobil,Others,Others,80.28169014084507
196,financi servic health care servic industri financi servic health care servic industri finris provid financ option treatment servic cover insur direct doctor 's offic finris mission increas access qualiti healthcar suit transpar financi product start patient dental vision audiolog veterinari servic patient deserv better we???r commit put patient empower custom servic forefront healthcar lend everi day patient receiv instant transpar term loan right doctor 's offic onto phone expand reach finris look beyond simpl fico score creat 30 year ago era smartphon internet access finris empow doctor treat without limit afford combin care coverag chang we???r build solut doctor prefer patient,Others,Others,80.28169014084507
294,asset manag financi servic lend asset manag financi servic lend iqianbang help make money onlin invest financi platform invest financi user loan user iqianbang help make money onlin invest financi platform invest financi user loan user end provid fair transpar safe effici network loan manag servic,Others,Others,80.28169014084507
213,credit financ financi servic small medium busi credit financ financi servic small medium busi ondeck technology-en financi platform provid loan financ small- medium-s busi ondeck technology-en financi platform provid loan financ small- medium-s busi compani use proprietari softwar aggreg data business??? oper process algorithm determin loan elig ondeck found 2006 base new york citi unit state,Others,Others,80.28169014084507
148,crowdfund energi financ solar crowdfund energi financ solar sunfund crowdfund platform connect investor high-impact solar project off-grid communiti around world sunfund new crowdfund platform anyon invest high-impact solar project unlock access clean afford energi around world sunfund solv biggest problem face solar busi work deploy afford solar technolog off-grid market access financ sunfund unlock big new sourc capit solar individu investor abl profit invest high qualiti vet project facilit low-cost financ solar busi fund project,Others,Mortgages,80.28169014084507
369,financ financ zestcash provid instal loan servic enabl custom take time need pay loan zestcash provid instal loan servic enabl custom take time need pay loan base palatin illinoi,Others,Others,80.28169014084507
209,financi servic fintech financi servic fintech indialend digit lend borrow marketplac indialend digit lend borrow marketplac connect consum small busi look low rate loan institut lender look good return avail web mobil compani also provid value-add servic big-data analyt credit risk assess verif autom work-flow loan origin manag lender borrow appli unsecur person loan onlin get access credit report free manag daili spend via indialend mobil app launch 2015 compani base new delhi india,Others,Others,80.28169014084507
30,"credit financ financi servic credit financ financi servic renrendai beijing-bas compani provid p2p financi servic loan debt invest other renrendai beijing-bas compani provid p2p platform financi servic loan debt invest other target white-collar employe small busi owner custom charg borrow manag fee 0.3 borrow money servic fee 5 high-risk borrow return renrendai.com loan 10 18 higher 3.25 offer one year turn deposit bank compani also control default risk measur borrow incom occup asset famili connect renrendai found may 2010 current servic network cover 2,000 region transact capit third quarter 2013 report us 81.2 million",Others,Others,80.28169014084507
255,consum lend credit financ fintech lend person financ consum lend credit financ fintech lend person financ lend club onlin financi communiti bring togeth creditworthi borrow savvi investor lend club onlin financi communiti bring togeth creditworthi borrow savvi investor benefit financi replac high cost complex bank lend faster smarter way borrow invest,Others,Others,80.28169014084507
86,crowdfund small medium busi crowdfund small medium busi mission lead communiti capit transform mission lead communiti capit transform investnextdoor creat first community-engag capit marketplac marketplac creat new sourc reason price capit small busi better return main street investor longev community-bas bank credit union focus communiti first amplifi econom effect consum invest small busi keep benefit borrow lifecycl within given communiti educ access transpar fair core valu start investnextdoor believ us borrow invest model broken ve hit reset button start fresh go back basic ve made better ve made social fun impact re brand new kind financi servic compani ve alreadi made thing better,Others,Others,80.28169014084507
79,advertis e-commerc social media manag advertis e-commerc social media manag puddl social peer-to-p lend marketplac puddl let anyon creat line credit on-the-fli friend puddl first tool credit us anyon use ?? ? base credit score base peopl trust,Others,Others,80.28169014084507
204,financi servic financi servic numberz realis run busi sure commend task numberz realis run busi sure commend task mani time understand manag one critic resourc cash flow becom daunt excercis 's numberz endevour help number liter continu pursu dream,Others,Others,80.28169014084507
4,e-commerc onlin portal shop e-commerc onlin portal shop affordit.com site enabl custom purchas product week payment basi affordit site allow custom purchas product financ week payment custom purchas product sing debit credit card account payment deduct consecut week payment also deduct,Others,Others,80.28169014084507
74,credit financ financi servic credit financ financi servic splitit credit-bas payment system enabl merchant offer interest free month instal payment custom splitit??? patent technolog revolution retail world enabl seamless instal payment busi size type solut promot growth ecommerc well in-stor retail includ e-wallet capabl,Others,Others,80.28169014084507
71,crowdfund financ fintech internet lend real estat crowdfund financ fintech internet lend real estat pofland crowdfund solut real estat financ bring togeth borrow lender simpl onlin interfac patch land real estat marketplac lender use proprietari technolog data provid transpar scalabl effici lend solut patch land offer borrow access reliabl capit residenti commerci real estat project provid investor easi diversif real estat low minimum best-in-class secur loan structur,Others,Others,80.28169014084507
117,"consum financi servic point sale retail consum financi servic point sale retail loanhero provid financ import thing life empow merchant extend instant financ point sale loanhero provid financ import thing life whether it??? medic procedur cover insur new roof we???r cover expens 1,000 innov financ platform empow merchant extend instant financ point sale multipl lender simpl applic consum receiv best loan product regardless credit loanhero fastest grow player retail financ platform partner credit union creat better lend option consum hero join forc loanhero",Others,Others,80.28169014084507
341,artifici intellig credit lend artifici intellig credit lend optacredit artifici intelligence-pow data-driven onlin lender optacredit artifici intellig power data-driven onlin lender employe work organis partner us driven abil use data underwrit provid short term unsecur loan employe everi elig applic right get access time credit belief base truli understand applic assimil data various sourc ?? ? public privat rather profil within meaningless categori believ applic ratio number uniqu credit servic platform allow firm two prong advantag one provid firm partner us abil unleash true potenti make optimum use work capit two employe welfar scheme avail firm zero cost,Others,Others,80.28169014084507
178,credit financi servic credit financi servic innov onlin credit solut provid immedi relief custom today help build brighter financi futur elev 's onlin credit solut provid immedi relief custom today help build brighter financi futur commit reward borrowers??? good financi behavior featur like lower interest rate free financi train free credit monitor,Others,Credit rating platforms,80.28169014084507
21,e-commerc financ small medium busi e-commerc financ small medium busi ipawn e-commerc compani enabl consum obtain short-term asset-bas loan ipawn transform nation credit market offer short-term afford loan competit rate less risk bank payday lender brick mortar pawn shop onlin servic headquart tyler texa ipawn hold pawn licens issu offic consum credit commission inform pleas visit www.ipawn.com,Others,Others,80.28169014084507
282,financi servic fintech financi servic fintech yinchengku china-bas privat held compani provid onlin b2b financi servic yinchengku china-bas privat held compani provid onlin b2b financi servic includ bill discount found 2013 company??? manag 10 year experi bill circul servic,Others,Others,80.28169014084507
263,"financi servic fintech financi servic fintech earlysalary.com new fintech start-up pune help broke earlysalari salari advanc mobil applic enabl indian user borrow money urgent cash requir get month wage aim help individu face month-end mid-month financi crisi provid small loan receiv salari user applic abl login though facebook account communic amount need loan date could settl submit basic document get money credit bank account earlysalari offer loan 1,000 inr 100,000 inr payback term rang 7 50 day",Others,Others,80.28169014084507
