,domain_name,Test_document,Expected_result,decision_model_7,decision_model_7_accuracy
298,insikt.com,bank financi servic fintech softwar bank financi servic fintech softwar insikt reinvent world fintech revolutionari platform enabl brand lend custom lend servic insikt sprung realize brand bank lender tomorrow tradit bank littl interest make small person loan n't kept fast-pac world technolog unequip har power data evolv world financ insikt 's uniqu data driven technolog combin notabl stride fintech reinvent world lend bring credit opportun mass social media technolog creat new relationship consum tomorrow??? lender media giant retail everyday brand offer custom path financi mainstream believ remark platform handl score servic technolog capit futur lend ???lend servic '' describ process put power provid fair price credit-build person loan direct hand brand seek deepen bond custom stay tune re get start,White label Platform,Others,67.12328767123287
57,oportun.com,consum lend debit card financi servic fintech consum lend debit card financi servic fintech oportun provid afford loan help peopl littl credit histori establish credit build better futur oportun use advanc data analyt technolog provid respons afford person loan peopl littl credit histori ?? ? peopl other consid ???unscoreable.??? sinc found 2005 oportun help million custom disburs 4 billion small dollar loan report account inform credit bureaus custom establish credit histori need compani oper 240+ retail locat deliv custom servic english spanish across channel includ mobil oportun loan current avail arizona california illinoi missouri nevada new mexico texa utah,Others,Others,67.12328767123287
250,upgrade.com,"credit financi servic lend onlin portal credit financi servic lend onlin portal upgrad lend compani offer credit monitor platform free upgrad onlin lend platform combin person loan free credit monitor help secur afford credit long run learn http //upgrade.com/ upgrad offer loan 50,000 low fix rate afford month payment prepay fee one-pag onlin applic quick easi you???ll get decis second negat impact credit score repay plan either 36 60 month get choos loan fit budget timelin approv loan fund next day use fund pay credit card major purchas home improv we???r help build financi futur set success choos custom due date sign automat payment circl date calendar debt free come month we???ll also launch new tool help better manag monitor credit score two member found team renaud laplanch soul htite co-found lend club pioneer marketplac lend facilit 24 billion loan made credit afford near 2 million american famili last decad soul also found dianrong one largest marketplac lend platform china founder design new credit platform attempt creat even valu custom help peopl",Others,Education Loans ,67.12328767123287
215,himaxwell.com,credit financi servic fintech credit financi servic fintech mortgag get whole lot easier hi re maxwel we???r mission revolution 8.5t residenti mortgag market reimagin loan offic work togeth homebuy real estat agent buy home connect network one seamless intuitively-design platform focus isn???t paperwork it??? place call home,Others,Others,67.12328767123287
151,weidai.com.cn,financi servic lend payment financi servic lend payment china-bas p2p lend platform weidai earli stage person credit system base china peer-to-p lend servic use vehicl collater weidai plan expand use properti collater provid person loan well,Others,Others,67.12328767123287
88,fundera.com,financi servic internet lend financi servic internet lend small busi owner 's best friend fundera place small busi owner go need fund grow busi free easi fast honest industri known opposit fundera strive break mold univers applic marketplac model let busi owner skip ???feel lost??? moment focus realli matters?? ? build busi one simpl applic small busi owner appli industry??? lead lender let compar rate across differ kind loan re alway hire intellig invest passion peopl join team check us fundera.com/job,Others,Others,67.12328767123287
279,westcreekfin.com,financ financi servic fintech financ financi servic fintech west creek financi found help consum obtain financ purchas good west creek financi found help consum obtain financ purchas good servic want time help merchant servic supplier increas sale provid financ today??? tough econom time mani credit-worthi consum find increas hard get approv financ tradit bank financ compani tighten credit requir west creek??? founder deep lend expertis previous made signific credit risk improv largest us financi institut passion ensur custom store enabl get merchandis want,Others,Credit rating platforms,67.12328767123287
241,renovateamerica.com,energi effici financi servic fintech water energi effici financi servic fintech water renov america lead way make home communiti energi water effici renov america provid financ solut home communiti area energi water unit state aim lead way make home communiti energi water effici compani offer hero program financ solut made possibl properti assess clean energi legisl partner citi counti implement low-risk scalabl program deliv multipl benefit includ energi save lower util bill reduc emiss new job local econom stimulus in-hous develop team creat custom tool support user product properti owner contractor municip leader,Mortgages,Others,67.12328767123287
230,currencycap.com,financi servic financi servic currenc capit equip financ lend technolog invest compani heel great recess busi around countri found left behind commerci bank weren???t lend delay applic fund far long group financi expert along tech wizard decid take action engin technolog streamlin approv fund get complet financi pictur begin applic process result currenc sinc we???v help support busi 500 million loan,Others,Others,67.12328767123287
132,figtreefinancing.com,energi effici financi servic fintech renew energi energi effici financi servic fintech renew energi figtre ondemandpac program provid pace figtre financ provid client program facilit capit environment friend product servic san diego california-bas clean energi financ compani also offer pace financ support commerci properti owner improv properti lower util bill energi effici renew energi water conserv upgrad found 2010 mahesh shah figtre financ special smart invest energi save emiss reduct properti owner focus small commerci market struggl keep pace linear growth residenti solar,Others,Others,67.12328767123287
227,credible.com,consum lend credit financ consum lend credit financ credibl multi-lend marketplac allow borrow receiv competit loan offer vet lender credible??? found principl provid borrow level transpar deserv multi-lend marketplac allow borrow receiv competit loan offer vet lender credibl empow consum take control student loan borrow fill one form receiv compar person offer numer lender choos best serv individu need credibl fierc independ commit deliv fair unbias solut student lend,Education Loans ,Others,67.12328767123287
247,cashe.co.in,financi servic financi servic time emi payment squar month bill make major purchas desir cash fin-tech product tslc pte ltd. uniqu young profession serv smart digit world cash offer millenni quick easi person loan process transpar innov tune time cash util sophist algorithm machin learn capabl deliv amaz improv lend experi custom therebi help young profession achiev financi goal effortless app offer instant transfer fund approv applic,Others,Credit rating platforms,67.12328767123287
251,lendingclub.com,consum lend credit financ fintech lend person financ consum lend credit financ fintech lend person financ lend club onlin financi communiti bring togeth creditworthi borrow savvi investor lend club onlin financi communiti bring togeth creditworthi borrow savvi investor benefit financi replac high cost complex bank lend faster smarter way borrow invest,Others,Others,67.12328767123287
180,incred.com,financi servic financi servic mumbai-bas non-bank financi compani incr credit incred india use technolog data-sci make lend quick simpl hassle-fre incr offer broad portfolio product cut across afford home loan person loan educ loan sme busi loan incr found bhupind singh former head invest bank asia-pacif deutsch bank inform pleas visit www.incred.com,0,0,67.12328767123287
292,dianrong.com,credit financ fintech internet credit financ fintech internet onlin marketplac lend compani that??? use technolog transform way china financ help enrich people??? live dianrong offer individu small medium-s enterpris comprehens one-stop financi platform support industry-lead technolog complianc transpar company??? sophist flexibl infrastructur enabl design custom lend borrow product servic base industry-specif data insight support onlin risk-manag oper tool,Working Capital ,Others,67.12328767123287
46,loanz.com,financ financi servic financ financi servic loanz privat credit platform marketplac lend upon loanz marketplac lend platform deliv ???loan service??? borrow investor rapid emerg disrupt lend financi servic industri internet platform connect borrow investor direct,Others,Mortgages,67.12328767123287
314,directlending.com.my,fintech fintech onlin person lend platform onlin person lend platform strive provid faster simpler safer borrow experi consum,Others,Others,67.12328767123287
84,investnextdoor.com,crowdfund small medium busi crowdfund small medium busi mission lead communiti capit transform mission lead communiti capit transform investnextdoor creat first community-engag capit marketplac marketplac creat new sourc reason price capit small busi better return main street investor longev community-bas bank credit union focus communiti first amplifi econom effect consum invest small busi keep benefit borrow lifecycl within given communiti educ access transpar fair core valu start investnextdoor believ us borrow invest model broken ve hit reset button start fresh go back basic ve made better ve made social fun impact re brand new kind financi servic compani ve alreadi made thing better,Others,Others,67.12328767123287
16,alltuition.com,financ financ alltuit onlin search engin enabl collag student find sourc financi aid alltuit onlin search engin enabl collag student find sourc financi aid track hundr student loan provid help student find best loan elig understand real cost borrow,Others,Education Loans ,67.12328767123287
323,ioufinancial.com,iou financi focus provid small busi invest loan advisori servic fund 200 million small busi loan iou financi experi help busi get need offic world knowledg flexibl get busi capit need seiz growth opportun help realiz potenti,Others,Others,67.12328767123287
280,pearlcapital.com,financ financi servic fintech financ financi servic fintech pearl capit provid innov altern financi solut underbank unbank busi sector one fastest grow provid altern small busi financ america 2015 acquir capit z partner lead specialti financ privat equiti group invest 3 billion dollar last 25 year vision provid best financ underbank provid iso origin channel best servic effici support integr,Others,Others,67.12328767123287
107,crowdoutcapital.com,bank financ marketplac bank financ marketplac onlin marketplac connect accredit investor middle-market debt,Others,Others,67.12328767123287
141,licaifan.com,develop platform e-commerc financ fintech develop platform e-commerc financ fintech licaifan chines onlin financ platform licaifan chines onlin financ platform offer p2b invest loan financi servic small- medium-s enterpris launch march 2014 compani headquart beij china,Others,Others,67.12328767123287
355,trustio.in,financi servic financi servic trustio newdelhi-bas peer-to-p lend compani trustio person financi secur net trustio tri creat close alumni communiti member rais money alumni time need varieti reason invest money peer help well make decent return invest,Others,Others,67.12328767123287
96,skills.fund,consum lend educ financ consum lend educ financ skill fund student financ qualiti assur platform outcomes-bas skill train program goal simpl want build best financ tool best bootcamp student put togeth team leader student lend higher educ consum protect see great potenti bootcamp bring learn communiti student benefit great approach school,Education Loans ,Education Loans ,67.12328767123287
194,kredx.com,fintech internet marketplac peer peer fintech internet marketplac peer peer kredx india 's first onlin invoic discount platform kredx indian invoic discount platform provid short-term invest opportun small- medium-s enterpris india onlin platform develop proprietari credit risk assess model borrow technolog platform financi provid complet trade servic sourc curat invoic conduct due dilig use proprietari credit underwrit algorithm launch manish kumar anurag jain puneet agarw 2015 kredx partner bank account firm law firm ensur aspect servic compliant regul ensur consum protect time,Others,Others,67.12328767123287
135,switchme.in,financi servic financi servic switchm consum servic make easi consum switch one servic anoth switchm consum servic make easi consum switch one servic anoth thus switchm make consum choic real easi switchm india 's first onlin switch servic design make select cheapest servic provid easier never make consum choic easi comparison engin technolog ground staff legwork requir switch current cutom switch electricti provid mobil network provid home loan lender servic open custom mumbai region time,Others,0,67.12328767123287
357,vittana.org,chariti chariti graduat generat beyond poverti graduat generat beyond poverti,Education Loans ,Others,67.12328767123287
290,juvo.com,fintech micro lend person financ fintech micro lend person financ juvo establish financi ident billion peopl worldwid creditworthi yet financi exclud juvo found overarch vision establish financi ident billion peopl worldwid creditworthi yet financi exclud partnership mobil network oper juvo??? proprietari ident score technolog use data scienc machin learn game mechan creat identity-bas relationship anonym prepaid user open access otherwis unattain mobil financi servic juvo privat held compani back global busi leader luminari world tech mobil financ execut team compris accomplish industri leader across data scienc consum internet financi servic mobil telecom field specialti fintech mobil telecom consum internet data scienc,Credit rating platforms,Others,67.12328767123287
316,eflglobal.com,entrepreneuri financ lab help lender safe approv peopl entrepreneuri financ lab efl innov financial-technolog compani employ psychometr nontradit applic data creat credit score measur risk potenti among consum small busi efl??? altern score technolog enabl lender measur risk among applic information-scarc environ efl product earli harvard research recogn g-20 one innov approach sme financ global efl??? partner includ thirti retail mfi sme financi institut across dozen countri africa latin america south asia southeast asia inform pleas visit www.eflglobal.com,Credit rating platforms,Credit rating platforms,67.12328767123287
130,prosper.com,crowdfund financ fintech lend person financ crowdfund financ fintech lend person financ first marketplac lender u. prosper marketplac help peopl get top financ prosper??? mission advanc financi well-b company??? onlin lend platform connect peopl want borrow money individu institut want invest consum credit borrow get access afford fixed-r fixed-term person loan investor opportun earn solid return via data-driven underwrit model date 10 billion person loan origin prosper platform debt consolid larg purchas home improv project medic expens special occas prosper marketplac inc. found 2005 headquart san francisco lend platform own prosper fund llc subsidiari prosper marketplac inc. loan origin prosper marketplac made webbank member fdic visit www.prosper.com follow prosperloan learn prosper note offer prospectus,Others,Others,67.12328767123287
301,autofi.com,automot financi servic point sale automot financi servic point sale autofi point sale solut financ vehicl onlin autofi onlin point sale financ solut allow consum purchas financ vehicl entir onlin seamless user experi autom applic approv process,Auto Loans ,Others,67.12328767123287
4,affordit.com,e-commerc onlin portal shop e-commerc onlin portal shop affordit.com site enabl custom purchas product week payment basi affordit site allow custom purchas product financ week payment custom purchas product sing debit credit card account payment deduct consecut week payment also deduct,Others,Others,67.12328767123287
181,joinmosaic.com,clean energi crowdfund financ solar clean energi crowdfund financ solar mosaic nation 's lead residenti solar lend platform enabl thousand peopl profit benefit clean energi mosaic solar financ compani provid financ residenti solar system mosaic 's vision 100 clean energi embodi desir creat share prosper clean energi help million peopl invest home futur planet,Mortgages,Mortgages,67.12328767123287
69,patchofland.com,crowdfund financ fintech internet lend real estat crowdfund financ fintech internet lend real estat pofland crowdfund solut real estat financ bring togeth borrow lender simpl onlin interfac patch land real estat marketplac lender use proprietari technolog data provid transpar scalabl effici lend solut patch land offer borrow access reliabl capit residenti commerci real estat project provid investor easi diversif real estat low minimum best-in-class secur loan structur,Others,Others,67.12328767123287
20,smartbizloans.com,e-commerc financi servic lend e-commerc financi servic lend smartbiz loan www.smartbizloans.com uniqu combin onlin sba loan marketplac bank enabl technolog platform smartbiz loan 1 onlin sba loan marketplac small busi loan intellig technolog platform make appli sba loan fast easi increas likelihood approv small busi match borrow sba prefer lend bank like fund particular busi 90 95 loan smartbiz refer bank partner get fund bank partner use smartbiz platform origin underwrit sba loan compliant manner also process loan 70 90 effici base financi district san francisco smartbiz loan privat held compani found 2009 team experienc financi servic entrepreneur back lead ventur capit firm includ investor growth capit venrock first round capit baselin ventur softtech vc,Others,Others,67.12328767123287
149,meettally.com,credit card financi servic fintech mobil app credit card financi servic fintech mobil app talli solv problem custom manag multipl credit card talli found 2015 team credit expert engin design believ better credit card experi consum talli first app unbundl credit card put power back hand consum talli consum use credit card without unfair apr cost fee hassl manag multipl card inform visit meettally.com,Others,0,67.12328767123287
209,ondeck.com,credit financ financi servic small medium busi credit financ financi servic small medium busi ondeck technology-en financi platform provid loan financ small- medium-s busi ondeck technology-en financi platform provid loan financ small- medium-s busi compani use proprietari softwar aggreg data business??? oper process algorithm determin loan elig ondeck found 2006 base new york citi unit state,Others,Others,67.12328767123287
152,fundinggates.com,"account collect credit payment saa small medium busi softwar account collect credit payment saa small medium busi softwar fundingg ar platform provid receiv manag solut busi receiv fundingg world-class all-in-on ar manag platform provid solut stage compani 's receiv cycl built peopl oper ran financi depart medium fortun 1,000 compani first-hand experi import effect ar manag time 's largest line item compani 's balanc sheet -- manag proper compani bound struggl seek short-term financ n't solv inher problem 's expens render control custom relationship 3rd parti forc compani viscous debt cycl truth 's better healthier afford way acceler cash flow manag ar right way key current account erp system built manag ar current softwar product clunki archaic pain use result busi resort excel spreadsheet pen paper manag ar fundingg all-in-on ar platform differ 's design provid faster smoother much effect way manag ar give compani solut need one central place softwar automat priorit outstand custom account creat workflow call email payment option yield highest roi -- time save order-to-cash perspect decis platform entir data-driven allow bullet-proof ar process -- essenti climb `` payment prioriti list '' custom fundingg ar platform optim success -- team ar specialist continuosli monitor client 's ar perform provid insight action recommend client also option ar specialist handl entir ar manag process give full visibilti control real time ar manag activ",Others,Working Capital ,67.12328767123287
235,tala.co,"big data credit financi servic inform technolog mobil softwar big data credit financi servic inform technolog mobil softwar tala mobil technolog data scienc compani revolution financi servic emerg market tala innov fast-pac mobil technolog start-up provid credit score report platform financi servic institut emerg countri tradit credit n't work emerg market mobil technolog unlock trillion dollar purchas power world??? fastest grow economi tala mobil technolog data scienc compani flip tradit credit score model put power hand newli empow consum emerg market mobil app uniqu channel gather averag 10,000 discret data point per user provid person offer deliv real-tim credit",Credit rating platforms,Credit rating platforms,67.12328767123287
85,smecorner.com,bank financ financi servic bank financ financi servic smecorn onlin platform enabl smes access loan easili bank nbfcs smecorn onlin platform enabl small medium enterpris access loan bank nbfcs smecorner.com found samir bhatia sneha shah base mumbai maharashtra,Others,Mortgages,67.12328767123287
317,expansionadvance.com,expans capit group valu partner expans capit solut,Others,Others,67.12328767123287
203,ximucredit.com,analyt big data credit analyt big data credit ximu credit util big data understand consum credit worthi ximu credit util big data understand consum credit worthi help make loan decis base risk analysi price model,Credit rating platforms,Others,67.12328767123287
63,lantouzi.com,bank financi servic secur bank financi servic secur lantouzi.com offer secur invest bank platform internet compani financi institut lantouzi.com onlin invest bank platform help small- medium-s enterpris fulfil busi financ need launch 2014 base beij china,Others,Others,67.12328767123287
336,optacredit.com,artifici intellig credit lend artifici intellig credit lend optacredit artifici intelligence-pow data-driven onlin lender optacredit artifici intellig power data-driven onlin lender employe work organis partner us driven abil use data underwrit provid short term unsecur loan employe everi elig applic right get access time credit belief base truli understand applic assimil data various sourc ?? ? public privat rather profil within meaningless categori believ applic ratio number uniqu credit servic platform allow firm two prong advantag one provid firm partner us abil unleash true potenti make optimum use work capit two employe welfar scheme avail firm zero cost,Others,Others,67.12328767123287
106,nationalfunding.com,"financ financi servic fintech financ financi servic fintech nation fund financi technolog solut busi nationwid provid capit financ merchant servic found 1999 nation fund one countri 's lead financi technolog compani small medium-s busi provid work capit loan equip financ merchant cash advanc credit card process nation fund provid 1 billion capit 20,000 busi nationwid compani believ american small busi owner strive provid fast turnaround flexibl solut great servic custom client divers rang industri includ automot construct excav manufactur retail packag print restaur telecommun truck wast manag among other compani recogn inc. 500 5000 list past three year well one san diego busi journal??? fastest grow compani past three year",Others,Others,67.12328767123287
233,hellofloat.com,credit financi servic machin learn credit financi servic machin learn float mobile-first credit experi offer small dollar credit line built bank altern data float mobile-first financi servic help young consum access manag proactiv build credit offer thin-fil consum instant access afford line credit direct smartphon fico requir,Others,Others,67.12328767123287
329,microenergycredits.com,financi servic micro lend financi servic micro lend microenergi credit social enterpris provid consum develop countri clean energi product microenergi credit social enterpris provid consum develop countri clean energi product help microfin institut start clean energi lend program strengthen cloud-bas technolog last-mil servic scale carbon financ company??? product includ heat cook stove solar led light product solar home system water purif system clean household packag includ solar light effici stove water filter exact product specif packag vari local depend market research custom feedback given locat packag design local afford enough consum pay back microloan within 8 month microenergi credit co-found jame dailey https //www.crunchbase.com/person/james-dailey-2 april allderdic https //www.crunchbase.com/person/april-allderdic 2007 base seattl washington,Mortgages,Mortgages,67.12328767123287
270,zibby.com,"big data e-commerc financ big data e-commerc financ zibbi cognic compani nonprim payment option onlin shopper zibbi help retail captur price sensit custom zibbi consum leas platform onlin brick mortar omnichannel retail custom appli 30 second in-stor via zibbi button retailer??? websit approv 300 3,500 zibbi increas retail sale provid fast easi leas payment option nonprim consum seek acquir furnitur applianc electron consum durabl zibbi found cornel univers base new york citi",Others,Others,67.12328767123287
95,lendingpoint.com,consum lend financi servic home improv lend person financ consum lend financi servic home improv lend person financ lendingpoint lead onlin direct loan provid lendingpoint lead onlin direct loan provid commit redefin abl access money fair rate empow consum build financi momentum lendingpoint??? award-win leadership team hold intellectu patent uniqu model data credit score commit customer-cent excel compani better busi bureau accredit compani,Others,Others,67.12328767123287
101,lendedu.com,fintech real time fintech real time lendedu help consum compar person financ product lendedu.com onlin marketplac person financ product lendedu.com launch novemb 2014 marketplac student loan refinanc sinc compani expand product includ student loan person loan bank product insur product invest product auto loan credit card lendedu.com free servic consum,Others,Auto Loans ,67.12328767123287
234,bondstreet.com,financ fintech lend financ fintech lend bond street startup focus transform small busi lend technolog data design bond street startup focus transform small busi lend technolog data design small busi owner foundat growth economi yet today??? bank system left behind we???r build better futur access financ simpl transpar fair,Others,Others,67.12328767123287
259,earlysalary.com,"financi servic fintech financi servic fintech earlysalary.com new fintech start-up pune help broke earlysalari salari advanc mobil applic enabl indian user borrow money urgent cash requir get month wage aim help individu face month-end mid-month financi crisi provid small loan receiv salari user applic abl login though facebook account communic amount need loan date could settl submit basic document get money credit bank account earlysalari offer loan 1,000 inr 100,000 inr payback term rang 7 50 day",Others,Others,67.12328767123287
322,instakash.in,financi servic lend financi servic lend instakash 's aim empow small busi let grow use new method lend instakash aim empow small busi let grow use new method lend want transform experi borrow make simpler effici current offer loan line credit small busi applic process complet minut strive make applic process approv hassl free possibl,Others,Others,67.12328767123287
0,livecapital.com,financ onlin auction small medium busi financ onlin auction small medium busi livecapit provid onlin small busi financ livecapit offer onlin busi financ servic offer user servic decisionexpress product creat econom benefit autom credit leas decis process integr workflow technolog consult solut enabl enterpris make credit decis improv product achiev sale provid credit custom livecapit u.s.-bas compani found 1996 compani acquir dun bradstreet credibl corpor juli 27 2005,Others,Credit rating platforms,67.12328767123287
87,rategator.com,financ financ rateg onlin mortgag marketplac borrow bank set rate will pay home loan rateg lead mortgag marketplac mobil web user easili connect reput lender meet need negoti lowest possibl interest rate rateg bid platform,Mortgages,Mortgages,67.12328767123287
172,wishfin.com,wishfin enabl wish invest credit smart financi manag,Others,Working Capital ,67.12328767123287
214,indifi.com,busi intellig fintech transact process busi intellig fintech transact process lend product integr busi cash flow transact linkag segment lend product integr busi cash flow transact linkag segment,Others,Others,67.12328767123287
294,renewfinancial.com,clean energi financ fintech renew energi clean energi financ fintech renew energi renew financi found 2008 cisco devri origin idea properti assess clean energi pace financ model renew financi provid financ solut help effici renew energi contractor grow busi promot energi independ aim develop advanc financ design transform america??? economi clean energi company??? financ product includ pace financ model warehous energi effici loan open residenti energi effici financ market larg institut investor found 2008 cisco devri renew financi partnership solarc target small- medium-s busi util pace,Mortgages,Mortgages,67.12328767123287
21,ipawn.com,e-commerc financ small medium busi e-commerc financ small medium busi ipawn e-commerc compani enabl consum obtain short-term asset-bas loan ipawn transform nation credit market offer short-term afford loan competit rate less risk bank payday lender brick mortar pawn shop onlin servic headquart tyler texa ipawn hold pawn licens issu offic consum credit commission inform pleas visit www.ipawn.com,Others,Others,67.12328767123287
148,propellr.com,financi servic fintech real estat financi servic fintech real estat propellr provid institut famili offic individu w/direct access altern invest typic avail select propellr llc provid small institut famili offic accredit investor direct access altern invest opportun typic avail institut investor power user-friend interfac propellr curat high qualiti issuer suppli innov technolog market opportun direct investor launch 2013 todd lippiatt respect pillar new york real estat financ communiti wall street veteran propellr seek disrupt redefin antiqu construct industri grow team impass mind propellr process roll multipl innov altern asset class,Others,Others,67.12328767123287
139,sixup.com,big data edtech fintech impact invest big data edtech fintech impact invest educ financ marketplac platform high-achiev low-incom student underbank underfund sixup onlin student financ support platform invest high-achiev low-incom student pursuit higher educ career invest student suit wrap-around fund servic design upgrad student school better outcom support graduat job creation compani partner charter school colleg success organ identifi recommend high-potenti student expand option help student upgrad colleg outcom graduat rate social capit job placement also offer annual fund option loan grant student throughout colleg lifecycl reevalu student year base perform compani work close wide rang organ trio upward bound kipp cristo rey genesi work investor compani rethinkeduc acceler ventur wti learncapit sixup u.s.-bas compani found 2015 sunwoo hwang,Education Loans ,Education Loans ,67.12328767123287
143,startwise.com,crowdfund financ financi servic crowdfund financ financi servic startwis crowdfund platform make revenu share invest access everyon startwis make revenu share invest deal access everyon startwis revenu share marketplac everyon regardless incom invest expertis becom investor compani care start 100 model simpl invest 100 deal compani pay fix revenu everi 3 month reach maximum payout rang 110 250 depend deal term empow peopl bank invest made simpl,Others,Others,67.12328767123287
10,lendfriend.com,payment payment lendfriend offer softwar product provid support user loan??? creation propos approv repay lendfriend fintech startup focus undeserv lend market team built 3 product onlin p2p lend platform target friend famili grew 3mm+ loan multipl underwrit model util proprietari data tradit brick mortar high-interest lender identifi custom profil target larger loan lower interest rate loan repay disproport credit score onlin platform match high-risk borrow aggreg network onlin lender place loan prepaid card product 's purpos bank underbank lendfriend part ** angelpad http //angelpad.org 3** 2011,Others,Others,67.12328767123287
360,welcomeinvestment.com,welcom invest crowd-fund platform,Others,Others,67.12328767123287
99,loanbaba.com,"financi servic fintech financi servic fintech loanbaba.com oper consum lend marketplac base mumbai india loanbaba.com oper consum lend marketplac home person car busi loan user find compar packag rate partner bank select one also get applic process faster ad salari slip incom tax return sheet found 2014 loanbaba.com rais 320,000 angel round fund use technolog enhanc market",Others,Others,67.12328767123287
218,ppmoney.com,develop platform financi servic wealth manag develop platform financi servic wealth manag onlin wealth manag platform guangzhou wanhui jinkong technolog co. ltd. own oper onlin peer-to-p lend platform compani found 2012 base guangzhou china,Others,Working Capital ,67.12328767123287
